algorithm,scenario,trial,duration_seconds,seed,admission_rate,good_avg_latency_us,good_p99_latency_us,good_p50_latency_us,noisy_avg_latency_us,noisy_p99_latency_us,fairness_score,total_throughput,noisy_share,good_throughput,noisy_throughput,throttled_requests,cache_utilization
No Control (Baseline),5T_SmallCache,42,0.0011372566223144531,184,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3984375
No Control (Baseline),5T_SmallCache,43,0.0012638568878173828,185,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39453125
No Control (Baseline),5T_SmallCache,44,0.001886129379272461,186,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39453125
No Control (Baseline),5T_SmallCache,45,0.00131988525390625,187,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39453125
No Control (Baseline),5T_SmallCache,46,0.0014061927795410156,188,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.40234375
No Control (Baseline),5T_SmallCache,47,0.001413106918334961,189,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.390625
No Control (Baseline),5T_SmallCache,48,0.0012929439544677734,190,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.390625
No Control (Baseline),5T_SmallCache,49,0.0012798309326171875,191,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3984375
No Control (Baseline),10T_15x_Noisy,0,0.0012469291687011719,192,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),10T_15x_Noisy,1,0.0013930797576904297,193,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1015625
No Control (Baseline),10T_15x_Noisy,2,0.0014488697052001953,194,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),10T_15x_Noisy,3,0.0012631416320800781,195,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
No Control (Baseline),10T_15x_Noisy,4,0.001313924789428711,196,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1015625
No Control (Baseline),10T_15x_Noisy,5,0.0018582344055175781,197,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.103515625
No Control (Baseline),10T_15x_Noisy,6,0.0012650489807128906,198,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1015625
No Control (Baseline),10T_15x_Noisy,7,0.0012280941009521484,199,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1044921875
No Control (Baseline),10T_15x_Noisy,8,0.0013439655303955078,200,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
No Control (Baseline),10T_15x_Noisy,9,0.0012259483337402344,201,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),10T_15x_Noisy,10,0.001149892807006836,202,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1015625
No Control (Baseline),10T_15x_Noisy,11,0.0011348724365234375,203,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
No Control (Baseline),10T_15x_Noisy,12,0.0015919208526611328,204,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1015625
No Control (Baseline),10T_15x_Noisy,13,0.0011098384857177734,205,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.103515625
No Control (Baseline),10T_15x_Noisy,14,0.001230001449584961,206,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
No Control (Baseline),10T_15x_Noisy,15,0.0013592243194580078,207,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
No Control (Baseline),10T_15x_Noisy,16,0.0014040470123291016,208,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1015625
No Control (Baseline),10T_15x_Noisy,17,0.0013051033020019531,209,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1044921875
No Control (Baseline),10T_15x_Noisy,18,0.0012691020965576172,210,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10546875
No Control (Baseline),10T_15x_Noisy,19,0.0019299983978271484,211,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10546875
No Control (Baseline),10T_15x_Noisy,20,0.0011730194091796875,212,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.103515625
No Control (Baseline),10T_15x_Noisy,21,0.0012369155883789062,213,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),10T_15x_Noisy,22,0.0011589527130126953,214,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),10T_15x_Noisy,23,0.0014238357543945312,215,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1015625
No Control (Baseline),10T_15x_Noisy,24,0.0012621879577636719,216,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),10T_15x_Noisy,25,0.001322031021118164,217,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1044921875
No Control (Baseline),10T_15x_Noisy,26,0.002225160598754883,218,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1015625
No Control (Baseline),10T_15x_Noisy,27,0.0014920234680175781,219,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
No Control (Baseline),10T_15x_Noisy,28,0.0012938976287841797,220,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.103515625
No Control (Baseline),10T_15x_Noisy,29,0.0012469291687011719,221,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
No Control (Baseline),10T_15x_Noisy,30,0.0014159679412841797,222,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
No Control (Baseline),10T_15x_Noisy,31,0.0013358592987060547,223,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
No Control (Baseline),10T_15x_Noisy,32,0.0013279914855957031,224,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
No Control (Baseline),10T_15x_Noisy,33,0.0020008087158203125,225,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.103515625
No Control (Baseline),10T_15x_Noisy,34,0.001222848892211914,226,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.103515625
No Control (Baseline),10T_15x_Noisy,35,0.0012669563293457031,227,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),10T_15x_Noisy,36,0.0012640953063964844,228,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
No Control (Baseline),10T_15x_Noisy,37,0.0014801025390625,229,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),10T_15x_Noisy,38,0.0013990402221679688,230,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.103515625
No Control (Baseline),10T_15x_Noisy,39,0.0012621879577636719,231,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),10T_15x_Noisy,40,0.0017066001892089844,232,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),10T_15x_Noisy,41,0.0011508464813232422,233,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1015625
No Control (Baseline),10T_15x_Noisy,42,0.001194000244140625,234,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.103515625
No Control (Baseline),10T_15x_Noisy,43,0.0012240409851074219,235,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),10T_15x_Noisy,44,0.0012137889862060547,236,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.103515625
No Control (Baseline),10T_15x_Noisy,45,0.0012617111206054688,237,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
No Control (Baseline),10T_15x_Noisy,46,0.0012729167938232422,238,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1015625
No Control (Baseline),10T_15x_Noisy,47,0.0018699169158935547,239,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.103515625
No Control (Baseline),10T_15x_Noisy,48,0.0011799335479736328,240,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
No Control (Baseline),10T_15x_Noisy,49,0.0011661052703857422,241,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1025390625
No Control (Baseline),5T_ExtremeLoad,0,0.0013761520385742188,242,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,1,0.0013570785522460938,243,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,2,0.0015506744384765625,244,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
No Control (Baseline),5T_ExtremeLoad,3,0.001499176025390625,245,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,4,0.0023109912872314453,246,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,5,0.0015292167663574219,247,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,6,0.0013680458068847656,248,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,7,0.0013298988342285156,249,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,8,0.0016341209411621094,250,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,9,0.0016071796417236328,251,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
No Control (Baseline),5T_ExtremeLoad,10,0.0016913414001464844,252,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,11,0.0015118122100830078,253,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,12,0.0019707679748535156,254,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,13,0.0013849735260009766,255,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
No Control (Baseline),5T_ExtremeLoad,14,0.001313924789428711,256,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,15,0.0016748905181884766,257,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,16,0.0014200210571289062,258,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,17,0.0014450550079345703,259,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
No Control (Baseline),5T_ExtremeLoad,18,0.0013761520385742188,260,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,19,0.0018641948699951172,261,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,20,0.0012760162353515625,262,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,21,0.001461029052734375,263,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,22,0.0014789104461669922,264,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,23,0.001379251480102539,265,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,24,0.0013630390167236328,266,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
No Control (Baseline),5T_ExtremeLoad,25,0.0013840198516845703,267,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,26,0.0017757415771484375,268,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,27,0.0013229846954345703,269,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,28,0.0015320777893066406,270,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,29,0.0014100074768066406,271,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,30,0.0014081001281738281,272,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,31,0.001280069351196289,273,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,32,0.0014700889587402344,274,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,33,0.0013499259948730469,275,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,34,0.002141237258911133,276,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,35,0.0015249252319335938,277,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
No Control (Baseline),5T_ExtremeLoad,36,0.0014140605926513672,278,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,37,0.0014069080352783203,279,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,38,0.0013370513916015625,280,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,39,0.0015769004821777344,281,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,40,0.0015017986297607422,282,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,41,0.002052783966064453,283,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,42,0.001589059829711914,284,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
No Control (Baseline),5T_ExtremeLoad,43,0.0015630722045898438,285,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,44,0.0014121532440185547,286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
No Control (Baseline),5T_ExtremeLoad,45,0.0012600421905517578,287,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,46,0.0013201236724853516,288,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,47,0.0014300346374511719,289,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
No Control (Baseline),5T_ExtremeLoad,48,0.002057313919067383,290,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
No Control (Baseline),5T_ExtremeLoad,49,0.0015971660614013672,291,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
Fair Share,5T_15x_Noisy,0,0.018941164016723633,292,0.2128205128205128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,614.0,0.09765625
Fair Share,5T_15x_Noisy,1,0.017498254776000977,293,0.2054794520547945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,580.0,0.0986328125
Fair Share,5T_15x_Noisy,2,0.0166473388671875,294,0.21199442119944212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,565.0,0.0986328125
Fair Share,5T_15x_Noisy,3,0.017711162567138672,295,0.21220159151193635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,594.0,0.0966796875
Fair Share,5T_15x_Noisy,4,0.016257762908935547,296,0.21313868613138687,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,539.0,0.0966796875
Fair Share,5T_15x_Noisy,5,0.015366792678833008,297,0.22685185185185186,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,501.0,0.09765625
Fair Share,5T_15x_Noisy,6,0.01732921600341797,298,0.20193637621023514,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,577.0,0.09765625
Fair Share,5T_15x_Noisy,7,0.018211841583251953,299,0.18170266836086404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,644.0,0.09765625
Fair Share,5T_15x_Noisy,8,0.01892995834350586,300,0.19728729963008632,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,651.0,0.09765625
Fair Share,5T_15x_Noisy,9,0.018461942672729492,301,0.19696969696969696,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,636.0,0.0986328125
Fair Share,5T_15x_Noisy,10,0.01825690269470215,302,0.20261437908496732,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,610.0,0.099609375
Fair Share,5T_15x_Noisy,11,0.01758599281311035,303,0.19104084321475626,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,614.0,0.0986328125
Fair Share,5T_15x_Noisy,12,0.017684221267700195,304,0.19165580182529335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,620.0,0.0966796875
Fair Share,5T_15x_Noisy,13,0.018364906311035156,305,0.18601583113456466,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,617.0,0.09765625
Fair Share,5T_15x_Noisy,14,0.017199993133544922,306,0.2155525238744884,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,575.0,0.0986328125
Fair Share,5T_15x_Noisy,15,0.020145893096923828,307,0.18296892980437285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,710.0,0.09765625
Fair Share,5T_15x_Noisy,16,0.018453121185302734,308,0.18796992481203006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,648.0,0.09765625
Fair Share,5T_15x_Noisy,17,0.01714801788330078,309,0.2184065934065934,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,569.0,0.0986328125
Fair Share,5T_15x_Noisy,18,0.01659393310546875,310,0.19690576652601968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,571.0,0.09765625
Fair Share,5T_15x_Noisy,19,0.018818140029907227,311,0.19704433497536947,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,652.0,0.09765625
Fair Share,5T_15x_Noisy,20,0.01740121841430664,312,0.20914127423822715,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,571.0,0.09765625
Fair Share,5T_15x_Noisy,21,0.04328203201293945,313,0.20233463035019456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,615.0,0.09765625
Fair Share,5T_15x_Noisy,22,0.01813483238220215,314,0.21652421652421652,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,550.0,0.099609375
Fair Share,5T_15x_Noisy,23,0.016512155532836914,315,0.2161764705882353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,533.0,0.09765625
Fair Share,5T_15x_Noisy,24,0.017133712768554688,316,0.1962864721485411,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,606.0,0.09765625
Fair Share,5T_15x_Noisy,25,0.015710830688476562,317,0.22672672672672672,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,515.0,0.09765625
Fair Share,5T_15x_Noisy,26,0.014713287353515625,318,0.2326283987915408,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,508.0,0.099609375
Fair Share,5T_15x_Noisy,27,0.017045021057128906,319,0.20810055865921787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,567.0,0.0986328125
Fair Share,5T_15x_Noisy,28,0.0188748836517334,320,0.20451693851944794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,634.0,0.09765625
Fair Share,5T_15x_Noisy,29,0.016321897506713867,321,0.1967654986522911,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,596.0,0.0986328125
Fair Share,5T_15x_Noisy,30,0.01735663414001465,322,0.19414893617021275,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,606.0,0.09765625
Fair Share,5T_15x_Noisy,31,0.016921043395996094,323,0.21823204419889503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,566.0,0.0986328125
Fair Share,5T_15x_Noisy,32,0.017550230026245117,324,0.1965923984272608,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,613.0,0.09765625
Fair Share,5T_15x_Noisy,33,0.016894817352294922,325,0.20568335588633288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,587.0,0.09765625
Fair Share,5T_15x_Noisy,34,0.018475770950317383,326,0.19206145966709348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,631.0,0.09765625
Fair Share,5T_15x_Noisy,35,0.01821112632751465,327,0.19743589743589743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,626.0,0.09765625
Fair Share,5T_15x_Noisy,36,0.018123865127563477,328,0.1836734693877551,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,640.0,0.0986328125
Fair Share,5T_15x_Noisy,37,0.017575740814208984,329,0.20821917808219179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,578.0,0.09765625
Fair Share,5T_15x_Noisy,38,0.019086122512817383,330,0.19790301441677588,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,612.0,0.0986328125
Fair Share,5T_15x_Noisy,39,0.01703500747680664,331,0.2046070460704607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,587.0,0.09765625
Fair Share,5T_15x_Noisy,40,0.01761794090270996,332,0.21130551816958276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,586.0,0.09765625
Fair Share,5T_15x_Noisy,41,0.0183870792388916,333,0.19869281045751633,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,613.0,0.0986328125
Fair Share,5T_15x_Noisy,42,0.018887996673583984,334,0.20275344180225283,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,637.0,0.09765625
Fair Share,5T_15x_Noisy,43,0.017858028411865234,335,0.2010443864229765,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,612.0,0.099609375
Fair Share,5T_15x_Noisy,44,0.014225959777832031,336,0.22512234910277323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,475.0,0.09765625
Fair Share,5T_15x_Noisy,45,0.01774001121520996,337,0.18758256274768825,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,615.0,0.0986328125
Fair Share,5T_15x_Noisy,46,0.017663955688476562,338,0.196524064171123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,601.0,0.0986328125
Fair Share,5T_15x_Noisy,47,0.01827406883239746,339,0.206266318537859,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,608.0,0.0986328125
