algorithm,scenario,trial,duration_seconds,seed,admission_rate,good_avg_latency_us,good_p99_latency_us,good_p50_latency_us,noisy_avg_latency_us,noisy_p99_latency_us,fairness_score,total_throughput,noisy_share,good_throughput,noisy_throughput,throttled_requests,cache_utilization
Fair Share,10T_15x_Noisy,49,0.020513057708740234,491,0.2085889570552147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,516.0,0.1015625
Fair Share,5T_ExtremeLoad,0,0.017779827117919922,492,0.19524405506883605,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,643.0,0.0986328125
Fair Share,5T_ExtremeLoad,1,0.01902484893798828,493,0.2039072039072039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,652.0,0.09765625
Fair Share,5T_ExtremeLoad,2,0.017618894577026367,494,0.2108667529107374,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,610.0,0.0986328125
Fair Share,5T_ExtremeLoad,3,0.017484188079833984,495,0.22448979591836735,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,570.0,0.09765625
Fair Share,5T_ExtremeLoad,4,0.018444061279296875,496,0.20169082125603865,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,661.0,0.0986328125
Fair Share,5T_ExtremeLoad,5,0.018279075622558594,497,0.1982651796778191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,647.0,0.099609375
Fair Share,5T_ExtremeLoad,6,0.019106149673461914,498,0.21103117505995203,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,658.0,0.0986328125
Fair Share,5T_ExtremeLoad,7,0.0185699462890625,499,0.19759036144578312,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,666.0,0.0986328125
Fair Share,5T_ExtremeLoad,8,0.01779031753540039,500,0.2154046997389034,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,601.0,0.099609375
Fair Share,5T_ExtremeLoad,9,0.017859935760498047,501,0.2025974025974026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,614.0,0.0986328125
Fair Share,5T_ExtremeLoad,10,0.01930403709411621,502,0.1975609756097561,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,658.0,0.0966796875
Fair Share,5T_ExtremeLoad,11,0.01583695411682129,503,0.22701149425287356,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,538.0,0.09765625
Fair Share,5T_ExtremeLoad,12,0.019441843032836914,504,0.2067363530778165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,683.0,0.0986328125
Fair Share,5T_ExtremeLoad,13,0.03466391563415527,505,0.22585227272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,545.0,0.0986328125
Fair Share,5T_ExtremeLoad,14,0.020642995834350586,506,0.20047732696897375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,670.0,0.09765625
Fair Share,5T_ExtremeLoad,15,0.0195159912109375,507,0.2165206508135169,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,626.0,0.0986328125
Fair Share,5T_ExtremeLoad,16,0.016952037811279297,508,0.22002820874471085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,553.0,0.0986328125
Fair Share,5T_ExtremeLoad,17,0.02028799057006836,509,0.20091848450057406,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,696.0,0.09765625
Fair Share,5T_ExtremeLoad,18,0.01858997344970703,510,0.22568093385214008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,597.0,0.0986328125
Fair Share,5T_ExtremeLoad,19,0.019574880599975586,511,0.19411764705882353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,685.0,0.0986328125
Fair Share,5T_ExtremeLoad,20,0.023674964904785156,512,0.16977428851815504,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,846.0,0.09765625
Fair Share,5T_ExtremeLoad,21,0.020238161087036133,513,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,692.0,0.09765625
Fair Share,5T_ExtremeLoad,22,0.021023035049438477,514,0.1827354260089686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,729.0,0.0986328125
Fair Share,5T_ExtremeLoad,23,0.020082950592041016,515,0.18636363636363637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,716.0,0.09765625
Fair Share,5T_ExtremeLoad,24,0.017676115036010742,516,0.2069408740359897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,617.0,0.099609375
Fair Share,5T_ExtremeLoad,25,0.018622398376464844,517,0.21728081321473952,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,616.0,0.099609375
Fair Share,5T_ExtremeLoad,26,0.020106077194213867,518,0.1826381059751973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,725.0,0.0986328125
Fair Share,5T_ExtremeLoad,27,0.018603086471557617,519,0.2075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,634.0,0.09765625
Fair Share,5T_ExtremeLoad,28,0.01931285858154297,520,0.20828258221680876,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,650.0,0.099609375
Fair Share,5T_ExtremeLoad,29,0.017253875732421875,521,0.22702702702702704,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,572.0,0.0986328125
Fair Share,5T_ExtremeLoad,30,0.018976926803588867,522,0.2034313725490196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,650.0,0.0986328125
Fair Share,5T_ExtremeLoad,31,0.017208099365234375,523,0.22872340425531915,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,580.0,0.099609375
Fair Share,5T_ExtremeLoad,32,0.018079042434692383,524,0.22913907284768212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,582.0,0.0986328125
Fair Share,5T_ExtremeLoad,33,0.019704818725585938,525,0.19927536231884058,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,663.0,0.09765625
Fair Share,5T_ExtremeLoad,34,0.017739057540893555,526,0.21779548472775564,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,589.0,0.09765625
Fair Share,5T_ExtremeLoad,35,0.018265724182128906,527,0.2138364779874214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,625.0,0.0986328125
Fair Share,5T_ExtremeLoad,36,0.01914072036743164,528,0.21223021582733814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,657.0,0.09765625
Fair Share,5T_ExtremeLoad,37,0.019461870193481445,529,0.18941176470588236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,689.0,0.09765625
Fair Share,5T_ExtremeLoad,38,0.018980979919433594,530,0.1959858323494687,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,681.0,0.09765625
Fair Share,5T_ExtremeLoad,39,0.020683765411376953,531,0.1961883408071749,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,717.0,0.09765625
Fair Share,5T_ExtremeLoad,40,0.021902084350585938,532,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,736.0,0.09765625
Fair Share,5T_ExtremeLoad,41,0.018397092819213867,533,0.20654911838790932,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,630.0,0.099609375
Fair Share,5T_ExtremeLoad,42,0.020112037658691406,534,0.20451977401129945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,704.0,0.09765625
Fair Share,5T_ExtremeLoad,43,0.01867389678955078,535,0.21788413098236775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,621.0,0.09765625
Fair Share,5T_ExtremeLoad,44,0.017786741256713867,536,0.21722365038560412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,609.0,0.09765625
Fair Share,5T_ExtremeLoad,45,0.017838001251220703,537,0.20576671035386632,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,606.0,0.09765625
Fair Share,5T_ExtremeLoad,46,0.01936197280883789,538,0.20169082125603865,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,661.0,0.09765625
Fair Share,5T_ExtremeLoad,47,0.01712775230407715,539,0.23219373219373218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,539.0,0.0986328125
Fair Share,5T_ExtremeLoad,48,0.023231983184814453,540,0.17507418397626112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,834.0,0.09765625
Fair Share,5T_ExtremeLoad,49,0.01839900016784668,541,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,648.0,0.0986328125
VIP Priority,5T_15x_Noisy,0,0.004499912261962891,542,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,1,0.004462003707885742,543,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,2,0.004438638687133789,544,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
VIP Priority,5T_15x_Noisy,3,0.004467010498046875,545,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,4,0.005207061767578125,546,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,5,0.004608154296875,547,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,6,0.004540920257568359,548,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,7,0.00477910041809082,549,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,8,0.004798173904418945,550,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,9,0.004601955413818359,551,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,10,0.004781246185302734,552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,11,0.004822969436645508,553,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
VIP Priority,5T_15x_Noisy,12,0.0052340030670166016,554,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,13,0.004675149917602539,555,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,14,0.004483938217163086,556,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,15,0.004250049591064453,557,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,16,0.004535198211669922,558,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,17,0.0045719146728515625,559,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,18,0.004470109939575195,560,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,19,0.005043983459472656,561,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,20,0.004419088363647461,562,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,21,0.004708051681518555,563,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,22,0.0044019222259521484,564,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,23,0.004897117614746094,565,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,24,0.004598140716552734,566,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,25,0.004378080368041992,567,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,26,0.00516200065612793,568,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,27,0.0047681331634521484,569,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,28,0.004442930221557617,570,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,29,0.004766941070556641,571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,30,0.004502058029174805,572,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,31,0.00475001335144043,573,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,32,0.004377126693725586,574,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,33,0.004477262496948242,575,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,34,0.005113124847412109,576,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,35,0.0049669742584228516,577,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,36,0.00501704216003418,578,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,37,0.00486302375793457,579,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,38,0.004596233367919922,580,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,39,0.0050199031829833984,581,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,40,0.004705667495727539,582,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,41,0.0050258636474609375,583,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,42,0.02466416358947754,584,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,43,0.004514217376708984,585,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,44,0.004867076873779297,586,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_15x_Noisy,45,0.004769802093505859,587,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,46,0.004701852798461914,588,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_15x_Noisy,47,0.005018949508666992,589,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,48,0.004952907562255859,590,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_15x_Noisy,49,0.0047550201416015625,591,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,0,0.004010200500488281,592,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,1,0.004705905914306641,593,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,2,0.004868030548095703,594,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,3,0.004412174224853516,595,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,4,0.004611968994140625,596,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,5,0.005117893218994141,597,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,6,0.004728078842163086,598,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,7,0.004148960113525391,599,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,8,0.005021095275878906,600,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,9,0.004614114761352539,601,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,10,0.004456043243408203,602,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,11,0.004858732223510742,603,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,12,0.005364894866943359,604,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,13,0.004287004470825195,605,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,14,0.00454401969909668,606,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,15,0.0045337677001953125,607,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,16,0.00463104248046875,608,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,17,0.004717111587524414,609,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,18,0.004378795623779297,610,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,19,0.005052804946899414,611,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,20,0.004490852355957031,612,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,21,0.0045278072357177734,613,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,22,0.0047991275787353516,614,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,23,0.004347085952758789,615,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,24,0.004230022430419922,616,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,25,0.004456043243408203,617,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,26,0.004881858825683594,618,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,27,0.005117893218994141,619,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,28,0.004570960998535156,620,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,29,0.00427699089050293,621,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,30,0.004764080047607422,622,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,31,0.004385709762573242,623,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,32,0.004397153854370117,624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,33,0.0044820308685302734,625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,34,0.005135774612426758,626,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1005859375
VIP Priority,5T_25x_Noisy,35,0.004499912261962891,627,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,36,0.00452733039855957,628,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,37,0.004549980163574219,629,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,38,0.0044918060302734375,630,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,39,0.004732370376586914,631,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,40,0.0047528743743896484,632,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,41,0.004934787750244141,633,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,42,0.004385948181152344,634,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,43,0.004795074462890625,635,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09765625
VIP Priority,5T_25x_Noisy,44,0.0048940181732177734,636,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,45,0.0045888423919677734,637,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,46,0.004647254943847656,638,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,47,0.004830121994018555,639,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.099609375
VIP Priority,5T_25x_Noisy,48,0.004576921463012695,640,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_25x_Noisy,49,0.004701137542724609,641,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0986328125
VIP Priority,5T_SmallCache,0,0.0020940303802490234,642,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39453125
VIP Priority,5T_SmallCache,1,0.0023241043090820312,643,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39453125
VIP Priority,5T_SmallCache,2,0.0020809173583984375,644,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.390625
VIP Priority,5T_SmallCache,3,0.002233743667602539,645,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3984375
VIP Priority,5T_SmallCache,4,0.0021758079528808594,646,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39453125
VIP Priority,5T_SmallCache,5,0.0021049976348876953,647,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.390625
VIP Priority,5T_SmallCache,6,0.002113819122314453,648,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3984375
VIP Priority,5T_SmallCache,7,0.003072023391723633,649,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3984375
