algorithm,scenario,trial,duration_seconds,seed,admission_rate,good_avg_latency_us,good_p99_latency_us,good_p50_latency_us,noisy_avg_latency_us,noisy_p99_latency_us,fairness_score,total_throughput,noisy_share,good_throughput,noisy_throughput,throttled_requests,cache_utilization
Cache-Miss Sniper (PF5-A),5T_ExtremeLoad,39,0.029488086700439453,1031,0.10626660415689952,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5719.0,0.0732421875
Cache-Miss Sniper (PF5-A),5T_ExtremeLoad,40,0.03638601303100586,1032,0.09166957127919136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7818.0,0.052734375
Cache-Miss Sniper (PF5-A),5T_ExtremeLoad,41,0.03642439842224121,1033,0.09827649431609828,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7377.0,0.06640625
Cache-Miss Sniper (PF5-A),5T_ExtremeLoad,42,0.03551006317138672,1034,0.09270883631096088,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7516.0,0.0517578125
Cache-Miss Sniper (PF5-A),5T_ExtremeLoad,43,0.04188704490661621,1035,0.09932826781191499,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8179.0,0.0625
Cache-Miss Sniper (PF5-A),5T_ExtremeLoad,44,0.04163193702697754,1036,0.08779314491882141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9102.0,0.044921875
Cache-Miss Sniper (PF5-A),5T_ExtremeLoad,45,0.027565956115722656,1037,0.09272556977833281,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5812.0,0.0634765625
Cache-Miss Sniper (PF5-A),5T_ExtremeLoad,46,0.03880500793457031,1038,0.0897365229853379,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8257.0,0.048828125
Cache-Miss Sniper (PF5-A),5T_ExtremeLoad,47,0.040901899337768555,1039,0.0946034520428228,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8288.0,0.0478515625
Cache-Miss Sniper (PF5-A),5T_ExtremeLoad,48,0.0349729061126709,1040,0.08733365019011406,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7681.0,0.0537109375
Cache-Miss Sniper (PF5-A),5T_ExtremeLoad,49,0.04153895378112793,1041,0.0898514594370001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8762.0,0.0458984375
Graduated Sniper (PF5-B),5T_15x_Noisy,0,0.02281498908996582,1042,0.07498362802881467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5650.0,0.06640625
Graduated Sniper (PF5-B),5T_15x_Noisy,1,0.020738840103149414,1043,0.07714958775029446,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4701.0,0.072265625
Graduated Sniper (PF5-B),5T_15x_Noisy,2,0.031913042068481445,1044,0.0697320341047503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6110.0,0.048828125
Graduated Sniper (PF5-B),5T_15x_Noisy,3,0.025417089462280273,1045,0.07726438188494492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6031.0,0.0615234375
Graduated Sniper (PF5-B),5T_15x_Noisy,4,0.024489164352416992,1046,0.0841533763148965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5398.0,0.06640625
Graduated Sniper (PF5-B),5T_15x_Noisy,5,0.02274608612060547,1047,0.07053140096618357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5772.0,0.048828125
Graduated Sniper (PF5-B),5T_15x_Noisy,6,0.020864009857177734,1048,0.07445466017667207,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5134.0,0.0556640625
Graduated Sniper (PF5-B),5T_15x_Noisy,7,0.023382186889648438,1049,0.07242877836793819,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5763.0,0.048828125
Graduated Sniper (PF5-B),5T_15x_Noisy,8,0.020134925842285156,1050,0.07665572504344469,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4782.0,0.0595703125
Graduated Sniper (PF5-B),5T_15x_Noisy,9,0.023377180099487305,1051,0.0660321237358715,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6280.0,0.0458984375
Graduated Sniper (PF5-B),5T_15x_Noisy,10,0.022269248962402344,1052,0.07957285566655184,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5344.0,0.0537109375
Graduated Sniper (PF5-B),5T_15x_Noisy,11,0.0253293514251709,1053,0.08329297820823245,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5679.0,0.0654296875
Graduated Sniper (PF5-B),5T_15x_Noisy,12,0.021753787994384766,1054,0.07150016705646509,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5558.0,0.0517578125
Graduated Sniper (PF5-B),5T_15x_Noisy,13,0.02441120147705078,1055,0.06721311475409836,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6259.0,0.0458984375
Graduated Sniper (PF5-B),5T_15x_Noisy,14,0.02257394790649414,1056,0.08688642063776424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5097.0,0.06640625
Graduated Sniper (PF5-B),5T_15x_Noisy,15,0.024448871612548828,1057,0.07453033569448722,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6010.0,0.0625
Graduated Sniper (PF5-B),5T_15x_Noisy,16,0.023161888122558594,1058,0.07701462087725264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5429.0,0.0673828125
Graduated Sniper (PF5-B),5T_15x_Noisy,17,0.022794008255004883,1059,0.06389874980706899,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6065.0,0.0478515625
Graduated Sniper (PF5-B),5T_15x_Noisy,18,0.023190736770629883,1060,0.06929260450160772,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5789.0,0.048828125
Graduated Sniper (PF5-B),5T_15x_Noisy,19,0.017838001251220703,1061,0.08833177132146204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3891.0,0.0751953125
Graduated Sniper (PF5-B),5T_15x_Noisy,20,0.023375988006591797,1062,0.0734585341532325,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5575.0,0.0517578125
Graduated Sniper (PF5-B),5T_15x_Noisy,21,0.02255392074584961,1063,0.0798611111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5035.0,0.052734375
Graduated Sniper (PF5-B),5T_15x_Noisy,22,0.020689964294433594,1064,0.07295276308590187,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5083.0,0.056640625
Graduated Sniper (PF5-B),5T_15x_Noisy,23,0.023947954177856445,1065,0.07615262321144674,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5811.0,0.064453125
Graduated Sniper (PF5-B),5T_15x_Noisy,24,0.025585174560546875,1066,0.07351638618246235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6276.0,0.0458984375
Graduated Sniper (PF5-B),5T_15x_Noisy,25,0.022762060165405273,1067,0.07221502590673576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5730.0,0.05078125
Graduated Sniper (PF5-B),5T_15x_Noisy,26,0.019613265991210938,1068,0.06795207787345564,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4979.0,0.0673828125
Graduated Sniper (PF5-B),5T_15x_Noisy,27,0.02353525161743164,1069,0.06511278195488722,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6217.0,0.0478515625
Graduated Sniper (PF5-B),5T_15x_Noisy,28,0.0249021053314209,1070,0.0700060350030175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6164.0,0.046875
Graduated Sniper (PF5-B),5T_15x_Noisy,29,0.02391219139099121,1071,0.07497208486201946,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5799.0,0.064453125
Graduated Sniper (PF5-B),5T_15x_Noisy,30,0.020608186721801758,1072,0.0686257562662057,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5388.0,0.0537109375
Graduated Sniper (PF5-B),5T_15x_Noisy,31,0.017341136932373047,1073,0.07495069033530571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4221.0,0.0634765625
Graduated Sniper (PF5-B),5T_15x_Noisy,32,0.0226438045501709,1074,0.07085216268560361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5757.0,0.048828125
Graduated Sniper (PF5-B),5T_15x_Noisy,33,0.020584821701049805,1075,0.08533333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4459.0,0.0732421875
Graduated Sniper (PF5-B),5T_15x_Noisy,34,0.04062223434448242,1076,0.0741966893865628,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4754.0,0.05859375
Graduated Sniper (PF5-B),5T_15x_Noisy,35,0.01978898048400879,1077,0.07224620003753049,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4944.0,0.0556640625
Graduated Sniper (PF5-B),5T_15x_Noisy,36,0.016507863998413086,1078,0.08223844282238443,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3772.0,0.0869140625
Graduated Sniper (PF5-B),5T_15x_Noisy,37,0.02445197105407715,1079,0.07707129094412331,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5748.0,0.0498046875
Graduated Sniper (PF5-B),5T_15x_Noisy,38,0.02158498764038086,1080,0.07392160372292822,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5174.0,0.0556640625
Graduated Sniper (PF5-B),5T_15x_Noisy,39,0.015985965728759766,1081,0.09321566464423607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3288.0,0.0859375
Graduated Sniper (PF5-B),5T_15x_Noisy,40,0.016344070434570312,1082,0.08555365436323638,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3741.0,0.076171875
Graduated Sniper (PF5-B),5T_15x_Noisy,41,0.018913984298706055,1083,0.08526961858833845,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4173.0,0.0712890625
Graduated Sniper (PF5-B),5T_15x_Noisy,42,0.02549600601196289,1084,0.0783104670880222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5979.0,0.0615234375
Graduated Sniper (PF5-B),5T_15x_Noisy,43,0.023279905319213867,1085,0.06917755572636433,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6055.0,0.0478515625
Graduated Sniper (PF5-B),5T_15x_Noisy,44,0.01956772804260254,1086,0.07970160973694543,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4688.0,0.0712890625
Graduated Sniper (PF5-B),5T_15x_Noisy,45,0.02304697036743164,1087,0.07174887892376682,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5796.0,0.05078125
Graduated Sniper (PF5-B),5T_15x_Noisy,46,0.016113996505737305,1088,0.0826203862136397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3753.0,0.080078125
Graduated Sniper (PF5-B),5T_15x_Noisy,47,0.01772308349609375,1089,0.07294960995150748,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4397.0,0.060546875
Graduated Sniper (PF5-B),5T_15x_Noisy,48,0.019694089889526367,1090,0.07009516837481698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5081.0,0.056640625
Graduated Sniper (PF5-B),5T_15x_Noisy,49,0.021595001220703125,1091,0.06753670473083197,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5716.0,0.0498046875
Graduated Sniper (PF5-B),5T_25x_Noisy,0,0.024026155471801758,1092,0.0462441595782916,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7961.0,0.056640625
Graduated Sniper (PF5-B),5T_25x_Noisy,1,0.02797102928161621,1093,0.04488092814980663,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9385.0,0.048828125
Graduated Sniper (PF5-B),5T_25x_Noisy,2,0.03040003776550293,1094,0.049143783564697535,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9384.0,0.064453125
Graduated Sniper (PF5-B),5T_25x_Noisy,3,0.026609182357788086,1095,0.04764488821358802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8775.0,0.0517578125
Graduated Sniper (PF5-B),5T_25x_Noisy,4,0.0213778018951416,1096,0.049003549003549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6967.0,0.0615234375
Graduated Sniper (PF5-B),5T_25x_Noisy,5,0.02588486671447754,1097,0.045877659574468085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8610.0,0.0546875
Graduated Sniper (PF5-B),5T_25x_Noisy,6,0.024251222610473633,1098,0.053336735995916804,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7419.0,0.0556640625
Graduated Sniper (PF5-B),5T_25x_Noisy,7,0.02915191650390625,1099,0.04639854118123797,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9413.0,0.048828125
Graduated Sniper (PF5-B),5T_25x_Noisy,8,0.031224966049194336,1100,0.04963144963144963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9670.0,0.0634765625
Graduated Sniper (PF5-B),5T_25x_Noisy,9,0.025761127471923828,1101,0.05466318017681484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7592.0,0.0712890625
Graduated Sniper (PF5-B),5T_25x_Noisy,10,0.02149796485900879,1102,0.04725259889293911,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7057.0,0.0615234375
Graduated Sniper (PF5-B),5T_25x_Noisy,11,0.02770209312438965,1103,0.05332003103868751,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8540.0,0.0673828125
Graduated Sniper (PF5-B),5T_25x_Noisy,12,0.03004002571105957,1104,0.04501731435167372,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9928.0,0.0458984375
Graduated Sniper (PF5-B),5T_25x_Noisy,13,0.026049137115478516,1105,0.046228710462287104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8624.0,0.052734375
Graduated Sniper (PF5-B),5T_25x_Noisy,14,0.021875858306884766,1106,0.05435854105055626,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6715.0,0.0751953125
Graduated Sniper (PF5-B),5T_25x_Noisy,15,0.03218221664428711,1107,0.05086548689681849,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9815.0,0.0625
Graduated Sniper (PF5-B),5T_25x_Noisy,16,0.027431964874267578,1108,0.04134548002803083,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9576.0,0.046875
Graduated Sniper (PF5-B),5T_25x_Noisy,17,0.024106979370117188,1109,0.044185770281506116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8047.0,0.0546875
Graduated Sniper (PF5-B),5T_25x_Noisy,18,0.026901960372924805,1110,0.050233905101358875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8527.0,0.0517578125
Graduated Sniper (PF5-B),5T_25x_Noisy,19,0.0237729549407959,1111,0.04685784014643075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7811.0,0.0576171875
Graduated Sniper (PF5-B),5T_25x_Noisy,20,0.028727054595947266,1112,0.044355644355644354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9566.0,0.0478515625
Graduated Sniper (PF5-B),5T_25x_Noisy,21,0.029235124588012695,1113,0.04500592183181998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9676.0,0.046875
Graduated Sniper (PF5-B),5T_25x_Noisy,22,0.02967095375061035,1114,0.04614462644826209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9550.0,0.0478515625
Graduated Sniper (PF5-B),5T_25x_Noisy,23,0.02513885498046875,1115,0.04657283442041423,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8332.0,0.0830078125
Graduated Sniper (PF5-B),5T_25x_Noisy,24,0.029030323028564453,1116,0.04431694529627065,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9661.0,0.0478515625
Graduated Sniper (PF5-B),5T_25x_Noisy,25,0.02724623680114746,1117,0.04472178887155486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9185.0,0.0498046875
Graduated Sniper (PF5-B),5T_25x_Noisy,26,0.024631023406982422,1118,0.04655943886806144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7884.0,0.056640625
Graduated Sniper (PF5-B),5T_25x_Noisy,27,0.022238969802856445,1119,0.04795152153866421,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7227.0,0.060546875
Graduated Sniper (PF5-B),5T_25x_Noisy,28,0.027911901473999023,1120,0.04443293630243397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9226.0,0.048828125
Graduated Sniper (PF5-B),5T_25x_Noisy,29,0.02556014060974121,1121,0.04485310607759587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8518.0,0.0546875
Graduated Sniper (PF5-B),5T_25x_Noisy,30,0.028334856033325195,1122,0.04719733277766201,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9145.0,0.06640625
Graduated Sniper (PF5-B),5T_25x_Noisy,31,0.028776884078979492,1123,0.0438250935591885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9709.0,0.0478515625
Graduated Sniper (PF5-B),5T_25x_Noisy,32,0.025130033493041992,1124,0.049145299145299144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8010.0,0.0703125
Graduated Sniper (PF5-B),5T_25x_Noisy,33,0.025902986526489258,1125,0.044600681094144785,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8697.0,0.0537109375
Graduated Sniper (PF5-B),5T_25x_Noisy,34,0.030250072479248047,1126,0.05214755982861323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9070.0,0.064453125
Graduated Sniper (PF5-B),5T_25x_Noisy,35,0.028001070022583008,1127,0.04846993366145945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8893.0,0.06640625
Graduated Sniper (PF5-B),5T_25x_Noisy,36,0.027659177780151367,1128,0.05214994487320838,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8597.0,0.06640625
Graduated Sniper (PF5-B),5T_25x_Noisy,37,0.023567914962768555,1129,0.043632914394119045,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8066.0,0.0546875
Graduated Sniper (PF5-B),5T_25x_Noisy,38,0.03079509735107422,1130,0.04356807511737089,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10186.0,0.044921875
Graduated Sniper (PF5-B),5T_25x_Noisy,39,0.029321908950805664,1131,0.045388278744290016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9822.0,0.0458984375
Graduated Sniper (PF5-B),5T_25x_Noisy,40,0.0312809944152832,1132,0.050503989920201595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9043.0,0.0654296875
Graduated Sniper (PF5-B),5T_25x_Noisy,41,0.026063919067382812,1133,0.04674204452733419,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8178.0,0.052734375
Graduated Sniper (PF5-B),5T_25x_Noisy,42,0.029015779495239258,1134,0.042345905276357676,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9928.0,0.0478515625
Graduated Sniper (PF5-B),5T_25x_Noisy,43,0.02254009246826172,1135,0.05492529053680133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6831.0,0.07421875
Graduated Sniper (PF5-B),5T_25x_Noisy,44,0.025708913803100586,1136,0.04584784807281717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8491.0,0.0546875
Graduated Sniper (PF5-B),5T_25x_Noisy,45,0.028046846389770508,1137,0.04415298358029635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9547.0,0.046875
Graduated Sniper (PF5-B),5T_25x_Noisy,46,0.02898097038269043,1138,0.04599104599104599,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9376.0,0.048828125
Graduated Sniper (PF5-B),5T_25x_Noisy,47,0.029675006866455078,1139,0.04612306153076538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9534.0,0.0478515625
Graduated Sniper (PF5-B),5T_25x_Noisy,48,0.03188300132751465,1140,0.05351137487636004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9569.0,0.0625
Graduated Sniper (PF5-B),5T_25x_Noisy,49,0.0254209041595459,1141,0.044173648134044174,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8785.0,0.052734375
Graduated Sniper (PF5-B),5T_SmallCache,0,0.022258758544921875,1142,0.0712204596956944,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5738.0,0.203125
Graduated Sniper (PF5-B),5T_SmallCache,1,0.02344989776611328,1143,0.07159496816275819,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5978.0,0.19140625
Graduated Sniper (PF5-B),5T_SmallCache,2,0.020134925842285156,1144,0.08416344785525513,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4505.0,0.2890625
Graduated Sniper (PF5-B),5T_SmallCache,3,0.0225217342376709,1145,0.06911857958148383,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5872.0,0.19921875
Graduated Sniper (PF5-B),5T_SmallCache,4,0.02233600616455078,1146,0.06948250846364662,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5772.0,0.1953125
Graduated Sniper (PF5-B),5T_SmallCache,5,0.024564027786254883,1147,0.07313341493268054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6058.0,0.1875
Graduated Sniper (PF5-B),5T_SmallCache,6,0.019725799560546875,1148,0.08157894736842106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4537.0,0.29296875
Graduated Sniper (PF5-B),5T_SmallCache,7,0.022364139556884766,1149,0.0684330299089727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5731.0,0.19921875
Graduated Sniper (PF5-B),5T_SmallCache,8,0.022111892700195312,1150,0.0710128055878929,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5586.0,0.203125
Graduated Sniper (PF5-B),5T_SmallCache,9,0.017766952514648438,1151,0.07517226978492378,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4429.0,0.2421875
Graduated Sniper (PF5-B),5T_SmallCache,10,0.023270845413208008,1152,0.06860409718913768,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5865.0,0.19921875
Graduated Sniper (PF5-B),5T_SmallCache,11,0.021437883377075195,1153,0.068454363757495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5593.0,0.21484375
Graduated Sniper (PF5-B),5T_SmallCache,12,0.020249128341674805,1154,0.07316633627680663,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5143.0,0.21875
Graduated Sniper (PF5-B),5T_SmallCache,13,0.021515846252441406,1155,0.06796431467964315,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5746.0,0.1953125
Graduated Sniper (PF5-B),5T_SmallCache,14,0.020753145217895508,1156,0.08727201412041577,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4654.0,0.27734375
Graduated Sniper (PF5-B),5T_SmallCache,15,0.023818016052246094,1157,0.07732378316783331,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5668.0,0.26171875
Graduated Sniper (PF5-B),5T_SmallCache,16,0.02310013771057129,1158,0.07120451693851945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5922.0,0.1953125
Graduated Sniper (PF5-B),5T_SmallCache,17,0.02111530303955078,1159,0.06637312459230267,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5725.0,0.203125
Graduated Sniper (PF5-B),5T_SmallCache,18,0.0247039794921875,1160,0.08445890968266884,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5626.0,0.265625
Graduated Sniper (PF5-B),5T_SmallCache,19,0.024552106857299805,1161,0.07608695652173914,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6035.0,0.25
Graduated Sniper (PF5-B),5T_SmallCache,20,0.02171802520751953,1162,0.08527422990232908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4870.0,0.27734375
Graduated Sniper (PF5-B),5T_SmallCache,21,0.02258610725402832,1163,0.07980652962515115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5327.0,0.26953125
Graduated Sniper (PF5-B),5T_SmallCache,22,0.0253751277923584,1164,0.0713977256369656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6451.0,0.17578125
Graduated Sniper (PF5-B),5T_SmallCache,23,0.017727375030517578,1165,0.06988286678578519,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4685.0,0.2421875
Graduated Sniper (PF5-B),5T_SmallCache,24,0.022783994674682617,1166,0.06785490931832396,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5962.0,0.19140625
Graduated Sniper (PF5-B),5T_SmallCache,25,0.023041963577270508,1167,0.07440774107440774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5548.0,0.20703125
Graduated Sniper (PF5-B),5T_SmallCache,26,0.018605709075927734,1168,0.07097640514099367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4843.0,0.23046875
