algorithm,scenario,trial,duration_seconds,seed,avg_throughput_gbps,min_throughput_gbps,max_throughput_gbps,deadlock_fraction,recovery_time_us,packets_forwarded,packets_dropped_ttl,packets_dropped_overflow,collateral_drops,deadlock_occurred,recovered
Fixed Timeout (PF6-A),Ring4_Moderate,31,10.479969024658203,523,52.38000000000001,0.0,2335.8,0.9,0.0,21825.0,172.0,153845.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,32,10.105016946792603,524,52.6128,0.0,2391.2400000000002,0.9,0.0,21922.0,181.0,153743.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,33,10.737739086151123,525,53.22239999999999,0.0,2454.12,0.9,0.0,22176.0,195.0,153872.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,34,10.33394193649292,526,50.073600000000006,0.0,2278.44,0.9,0.0,20864.0,184.0,153981.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,35,10.419408082962036,527,50.06640000000001,0.0,2274.2400000000002,0.9,0.0,20861.0,179.0,153897.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,36,9.978808164596558,528,48.395999999999994,0.0,2190.6,0.9,0.0,20165.0,171.0,153898.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,37,10.179152011871338,529,52.5576,0.0,2349.96,0.9,0.0,21899.0,184.0,154151.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,38,10.437610149383545,530,51.784800000000004,0.0,2322.7200000000003,0.9,0.0,21577.0,186.0,153976.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,39,10.663295984268188,531,50.0232,0.0,2258.5200000000004,0.9,0.0,20843.0,190.0,153929.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,40,10.892181873321533,532,53.44800000000001,0.0,2448.48,0.9,0.0,22270.0,168.0,154038.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,41,10.958445072174072,533,48.2472,0.0,2147.16,0.9,0.0,20103.0,174.0,154001.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,42,10.60473895072937,534,48.909600000000005,0.0,2204.88,0.9,0.0,20379.0,180.0,154080.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,43,10.719050884246826,535,53.7672,0.0,2466.36,0.9,0.0,22403.0,180.0,153826.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,44,11.813792943954468,536,59.675999999999995,0.0,2705.64,0.9,0.0,24865.0,182.0,153906.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,45,10.827039957046509,537,48.7704,0.0,2218.6800000000003,0.9,0.0,20321.0,184.0,154110.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,46,10.28380012512207,538,48.2616,0.0,2195.4,0.9,0.0,20109.0,173.0,153898.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,47,10.427249193191528,539,49.12799999999999,0.0,2177.04,0.9,0.0,20470.0,193.0,153940.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,48,11.41382884979248,540,47.5344,0.0,2144.88,0.9,0.0,19806.0,171.0,154052.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,49,11.55454707145691,541,54.7056,0.0,2484.0,0.9,0.0,22794.0,190.0,154210.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,0,12.777571678161621,542,20.215500000000002,0.0,1330.32,0.9,0.0,13477.0,296.0,271799.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,1,12.075945854187012,543,18.9765,0.0,1255.08,0.9,0.0,12651.0,298.0,271988.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,2,11.906193256378174,544,18.834,0.0,1197.96,0.9,0.0,12556.0,307.0,271854.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,3,12.63421893119812,545,16.788,0.0,1070.2800000000002,0.9,0.0,11192.0,291.0,272166.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,4,12.170523881912231,546,19.195500000000003,0.0,1271.64,0.9,0.0,12797.0,302.0,271641.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,5,12.394042015075684,547,19.086,0.0,1229.6399999999999,0.9,0.0,12724.0,304.0,272001.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,6,12.332304239273071,548,17.211,0.0,1108.56,0.9,0.0,11474.0,303.0,271931.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,7,12.6908438205719,549,20.871,0.0,1433.04,0.9,0.0,13914.0,304.0,272096.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,8,12.453120946884155,550,18.700499999999998,0.0,1218.0,0.9,0.0,12467.0,294.0,271970.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,9,12.025091886520386,551,18.738,0.0,1221.96,0.9,0.0,12492.0,301.0,271829.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,10,12.381465196609497,552,18.238500000000002,0.0,1168.32,0.9,0.0,12159.0,296.0,271825.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,11,11.863025903701782,553,19.1115,0.0,1217.4,0.9,0.0,12741.0,294.0,272036.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,12,11.77060317993164,554,18.165,0.0,1196.4,0.9,0.0,12110.0,294.0,271978.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,13,11.963098049163818,555,20.64,0.0,1356.3600000000001,0.9,0.0,13760.0,300.0,271802.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,14,12.499412059783936,556,17.108999999999995,0.0,1114.56,0.9,0.0,11406.0,291.0,271914.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,15,12.443418979644775,557,19.35,0.0,1285.08,0.9,0.0,12900.0,302.0,271883.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,16,11.998157739639282,558,20.628,0.0,1384.3200000000002,0.9,0.0,13752.0,312.0,271787.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,17,11.784297943115234,559,17.0025,0.0,1118.52,0.9,0.0,11335.0,304.0,272023.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,18,11.793730735778809,560,19.182000000000002,0.0,1298.64,0.9,0.0,12788.0,299.0,271853.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,19,11.814327955245972,561,17.748,0.0,1175.4,0.9,0.0,11832.0,303.0,271555.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,20,11.983136892318726,562,16.293000000000003,0.0,1041.72,0.9,0.0,10862.0,302.0,271830.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,21,12.089869737625122,563,19.6425,0.0,1296.48,0.9,0.0,13095.0,303.0,271811.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,22,12.03344178199768,564,17.797499999999996,0.0,1162.1999999999998,0.9,0.0,11865.0,314.0,271914.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,23,12.61847996711731,565,18.684,0.0,1205.4,0.9,0.0,12456.0,299.0,271697.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,24,12.43886685371399,566,17.295,0.0,1147.2,0.9,0.0,11530.0,286.0,271911.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,25,12.22633695602417,567,19.003500000000003,0.0,1240.44,0.9,0.0,12669.0,293.0,271775.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,26,13.290482997894287,568,19.752,0.0,1273.56,0.9,0.0,13168.0,289.0,271699.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,27,12.151166915893555,569,20.310000000000002,0.0,1352.2800000000002,0.9,0.0,13540.0,290.0,272119.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,28,12.012880086898804,570,16.972500000000004,0.0,1074.3600000000001,0.9,0.0,11315.0,293.0,271978.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,29,12.474667072296143,571,18.3255,0.0,1199.4,0.9,0.0,12217.0,293.0,272130.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,30,12.110720872879028,572,19.151999999999997,0.0,1265.76,0.9,0.0,12768.0,296.0,271922.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,31,12.796719312667847,573,18.342000000000002,0.0,1202.88,0.9,0.0,12228.0,286.0,272079.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,32,12.341485023498535,574,20.3745,0.0,1379.7600000000002,0.9,0.0,13583.0,306.0,271929.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,33,12.082376956939697,575,18.084,0.0,1196.52,0.9,0.0,12056.0,302.0,272247.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,34,12.869998931884766,576,18.306,0.0,1189.44,0.9,0.0,12204.0,296.0,271882.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,35,12.52948784828186,577,18.5865,0.0,1233.72,0.9,0.0,12391.0,291.0,271943.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,36,12.330095052719116,578,18.340500000000002,0.0,1180.44,0.9,0.0,12227.0,290.0,271939.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,37,11.773455142974854,579,20.8365,0.0,1359.72,0.9,0.0,13891.0,296.0,271685.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,38,12.144638061523438,580,17.992500000000003,0.0,1121.64,0.9,0.0,11995.0,290.0,272056.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,39,12.820362091064453,581,17.800500000000003,0.0,1165.32,0.9,0.0,11867.0,299.0,271713.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,40,12.251348972320557,582,17.387999999999998,0.0,1136.3999999999999,0.9,0.0,11592.0,295.0,271892.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,41,11.72362208366394,583,19.86,0.0,1302.0,0.9,0.0,13240.0,303.0,272063.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,42,12.222227096557617,584,19.338,0.0,1275.0,0.9,0.0,12892.0,312.0,272023.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,43,12.524549961090088,585,19.585499999999996,0.0,1283.6399999999999,0.9,0.0,13057.0,300.0,271795.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,44,13.914280891418457,586,19.8585,0.0,1342.2,0.9,0.0,13239.0,289.0,272052.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,45,11.894134044647217,587,16.4655,0.0,1066.68,0.9,0.0,10977.0,308.0,271795.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,46,12.031275033950806,588,19.3305,0.0,1233.36,0.9,0.0,12887.0,284.0,271602.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,47,12.127402067184448,589,19.464000000000002,0.0,1256.28,0.9,0.0,12976.0,306.0,271863.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,48,12.042975187301636,590,18.195,0.0,1184.4,0.9,0.0,12130.0,292.0,271999.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Extended,49,12.548923969268799,591,18.964499999999997,0.0,1261.92,0.9,0.0,12643.0,300.0,271784.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,0,7.686028003692627,592,28.2072,0.0,1165.68,0.9,0.0,11753.0,39.0,39184.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,1,7.677841901779175,593,28.346400000000006,0.0,1190.16,0.9,0.0,11811.0,39.0,39291.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,2,7.568769931793213,594,27.945600000000006,0.0,1196.7600000000002,0.9,0.0,11644.0,39.0,39623.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,3,7.495159864425659,595,27.023999999999997,0.0,1149.6,0.9,0.0,11260.0,32.0,39271.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,4,7.571129083633423,596,27.247199999999996,0.0,1174.44,0.9,0.0,11353.0,39.0,39493.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,5,7.946042060852051,597,29.1768,0.0,1251.72,0.9,0.0,12157.0,45.0,38958.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,6,8.328741788864136,598,26.733600000000003,0.0,1133.76,0.9,0.0,11139.0,45.0,39417.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,7,7.814671039581299,599,27.2616,0.0,1171.44,0.9,0.0,11359.0,39.0,39227.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,8,7.636775732040405,600,27.0192,0.0,1154.64,0.9,0.0,11258.0,38.0,39294.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,9,7.979845762252808,601,26.6616,0.0,1109.3999999999999,0.9,0.0,11109.0,44.0,39283.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,10,8.419188976287842,602,27.3,0.0,1142.16,0.9,0.0,11375.0,56.0,39533.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,11,8.043606042861938,603,25.0512,0.0,1020.72,0.9,0.0,10438.0,59.0,39124.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,12,7.578577995300293,604,27.770400000000002,0.0,1161.6,0.9,0.0,11571.0,50.0,39372.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,13,7.669096946716309,605,25.9056,0.0,1099.8,0.9,0.0,10794.0,43.0,39182.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,14,7.984860897064209,606,27.679199999999998,0.0,1171.08,0.9,0.0,11533.0,41.0,39139.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,15,7.3921568393707275,607,26.719200000000004,0.0,1154.16,0.9,0.0,11133.0,51.0,39108.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,16,8.17199993133545,608,26.2824,0.0,1102.56,0.9,0.0,10951.0,35.0,39023.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,17,8.593167781829834,609,27.9096,0.0,1202.16,0.9,0.0,11629.0,44.0,39422.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,18,8.203747987747192,610,26.7504,0.0,1126.08,0.9,0.0,11146.0,46.0,39095.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,19,8.590235948562622,611,28.555200000000003,0.0,1242.3600000000001,0.9,0.0,11898.0,41.0,39486.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,20,8.800023078918457,612,30.412800000000004,0.0,1254.84,0.9,0.0,12672.0,59.0,38798.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,21,8.998279809951782,613,30.432,0.0,1325.28,0.9,0.0,12680.0,48.0,39171.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,22,8.292901039123535,614,26.3232,0.0,1134.72,0.9,0.0,10968.0,42.0,39221.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,23,8.709479808807373,615,26.219999999999995,0.0,1092.6,0.9,0.0,10925.0,54.0,39398.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,24,7.634857892990112,616,26.0832,0.0,1136.64,0.9,0.0,10868.0,33.0,39376.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,25,7.4854700565338135,617,26.4648,0.0,1132.8,0.9,0.0,11027.0,34.0,39567.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,26,7.446763038635254,618,27.924,0.0,1198.2,0.9,0.0,11635.0,36.0,39085.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,27,7.584249973297119,619,30.564,0.0,1308.96,0.9,0.0,12735.0,44.0,39271.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,28,7.699220180511475,620,25.920000000000005,0.0,1086.3600000000001,0.9,0.0,10800.0,45.0,38933.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,29,8.488306999206543,621,27.8832,0.0,1217.3999999999999,0.9,0.0,11618.0,47.0,39141.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,30,8.473368883132935,622,26.4408,0.0,1104.0,0.9,0.0,11017.0,37.0,39216.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,31,7.882606029510498,623,28.461599999999994,0.0,1204.6799999999998,0.9,0.0,11859.0,39.0,39298.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,32,7.631266117095947,624,28.056000000000004,0.0,1166.88,0.9,0.0,11690.0,49.0,39300.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,33,7.778195381164551,625,27.120000000000005,0.0,1171.44,0.9,0.0,11300.0,37.0,38979.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,34,7.70093297958374,626,25.663199999999996,0.0,1094.04,0.9,0.0,10693.0,40.0,39269.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,35,7.6402587890625,627,26.088,0.0,1074.6,0.9,0.0,10870.0,38.0,39199.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,36,7.861335039138794,628,27.0912,0.0,1172.76,0.9,0.0,11288.0,48.0,39286.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,37,7.712343692779541,629,25.872,0.0,1092.0,0.9,0.0,10780.0,59.0,39478.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,38,7.734532117843628,630,27.187199999999997,0.0,1132.2,0.9,0.0,11328.0,46.0,39193.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,39,7.432755947113037,631,25.740000000000002,0.0,1099.44,0.9,0.0,10725.0,34.0,38965.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,40,7.836258172988892,632,26.7456,0.0,1148.6399999999999,0.9,0.0,11144.0,47.0,39225.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,41,7.965852975845337,633,26.930400000000006,0.0,1144.68,0.9,0.0,11221.0,40.0,39230.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,42,7.932805061340332,634,26.023200000000003,0.0,1059.48,0.9,0.0,10843.0,48.0,39563.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,43,7.7674760818481445,635,28.512,0.0,1202.04,0.9,0.0,11880.0,39.0,39494.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,44,8.832519054412842,636,29.860799999999994,0.0,1279.1999999999998,0.9,0.0,12442.0,45.0,39258.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,45,8.34238314628601,637,27.429599999999997,0.0,1173.84,0.9,0.0,11429.0,44.0,38994.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,46,8.871728897094727,638,28.823999999999998,0.0,1187.6399999999999,0.9,0.0,12010.0,46.0,39304.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,47,8.181504964828491,639,27.448800000000002,0.0,1166.4,0.9,0.0,11437.0,41.0,38922.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,48,8.498056173324585,640,27.988799999999998,0.0,1173.96,0.9,0.0,11662.0,40.0,38971.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Normal_Congestion,49,8.457840919494629,641,29.203199999999992,0.0,1237.56,0.9,0.0,12168.0,51.0,39608.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,0,8.244554996490479,642,30.232800000000005,0.0,1457.4,0.94,0.0,12597.0,7.0,119844.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,1,8.151395082473755,643,28.269599999999997,0.0,1360.8,0.94,0.0,11779.0,8.0,119627.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,2,7.7387189865112305,644,27.271199999999997,0.0,1322.1599999999999,0.94,0.0,11363.0,5.0,119944.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,3,7.7980430126190186,645,27.6984,0.0,1330.1999999999998,0.96,0.0,11541.0,3.0,119664.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,4,7.846671104431152,646,30.643199999999997,0.0,1487.52,0.94,0.0,12768.0,11.0,119656.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,5,7.745284080505371,647,30.345599999999997,0.0,1441.2,0.96,0.0,12644.0,3.0,119602.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,6,7.668338060379028,648,29.836800000000004,0.0,1452.24,0.94,0.0,12432.0,12.0,119871.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,7,7.599748134613037,649,30.3576,0.0,1470.96,0.96,0.0,12649.0,8.0,119899.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,8,7.610712051391602,650,26.5968,0.0,1270.44,0.94,0.0,11082.0,6.0,119756.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,9,7.797260999679565,651,30.12,0.0,1455.72,0.94,0.0,12550.0,11.0,119610.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,10,7.526112079620361,652,30.228000000000005,0.0,1441.3200000000002,0.92,0.0,12595.0,10.0,119753.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,11,7.364760160446167,653,27.9072,0.0,1356.96,0.94,0.0,11628.0,10.0,119819.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,12,7.332157850265503,654,30.8496,0.0,1495.68,0.94,0.0,12854.0,5.0,119688.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,13,7.893385887145996,655,27.0864,0.0,1288.2,0.94,0.0,11286.0,8.0,119828.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,14,7.741084098815918,656,27.2256,0.0,1317.12,0.96,0.0,11344.0,11.0,119649.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,15,7.70393705368042,657,28.533600000000007,0.0,1373.16,0.94,0.0,11889.0,9.0,119715.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,16,8.776597023010254,658,25.8936,0.0,1252.68,0.94,0.0,10789.0,6.0,119591.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,17,8.262908220291138,659,30.1536,0.0,1464.48,0.94,0.0,12564.0,6.0,119678.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,18,7.607892990112305,660,30.6144,0.0,1494.48,0.94,0.0,12756.0,9.0,119825.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,19,7.709646224975586,661,30.7152,0.0,1489.44,0.94,0.0,12798.0,11.0,119569.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,20,7.697110176086426,662,31.670399999999997,0.0,1534.1999999999998,0.92,0.0,13196.0,7.0,119709.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,21,7.442516088485718,663,27.199200000000005,0.0,1314.2400000000002,0.96,0.0,11333.0,7.0,119632.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,22,9.3579740524292,664,29.232,0.0,1408.92,0.96,0.0,12180.0,7.0,119697.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,23,7.711848974227905,665,29.435999999999996,0.0,1431.6,0.92,0.0,12265.0,9.0,119335.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,24,9.002681016921997,666,26.976000000000003,0.0,1305.24,0.96,0.0,11240.0,4.0,119735.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,25,7.685545921325684,667,28.5072,0.0,1387.56,0.94,0.0,11878.0,9.0,119687.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,26,7.870710134506226,668,29.82,0.0,1448.6399999999999,0.96,0.0,12425.0,3.0,119595.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,27,7.551643133163452,669,28.447200000000002,0.0,1358.04,0.92,0.0,11853.0,15.0,119460.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,28,7.694807052612305,670,26.356799999999996,0.0,1278.84,0.96,0.0,10982.0,6.0,119924.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,29,7.787248134613037,671,29.2752,0.0,1414.8,0.96,0.0,12198.0,6.0,119856.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,30,8.172023057937622,672,27.3696,0.0,1318.2,0.94,0.0,11404.0,8.0,119275.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,31,7.7794575691223145,673,26.004,0.0,1262.52,0.94,0.0,10835.0,8.0,119608.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,32,7.388147830963135,674,30.273600000000005,0.0,1460.16,0.94,0.0,12614.0,7.0,119470.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,33,7.43805193901062,675,26.109600000000004,0.0,1229.64,0.94,0.0,10879.0,7.0,119910.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,34,7.670337915420532,676,25.8768,0.0,1248.12,0.92,0.0,10782.0,9.0,119718.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,35,7.474689960479736,677,29.858399999999996,0.0,1450.68,0.96,0.0,12441.0,8.0,119540.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,36,7.297136068344116,678,25.929600000000004,0.0,1251.3600000000001,0.96,0.0,10804.0,5.0,119972.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,37,7.474809885025024,679,30.6768,0.0,1487.6399999999999,0.96,0.0,12782.0,6.0,119422.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,38,7.787994861602783,680,28.8504,0.0,1404.48,0.96,0.0,12021.0,7.0,119676.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,39,7.577796697616577,681,30.789600000000004,0.0,1498.92,0.94,0.0,12829.0,7.0,119553.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,40,7.350905895233154,682,29.978399999999997,0.0,1457.04,0.94,0.0,12491.0,6.0,119714.0,0.0,0.0,0.0
