algorithm,scenario,trial,duration_seconds,seed,avg_throughput_gbps,min_throughput_gbps,max_throughput_gbps,deadlock_fraction,recovery_time_us,packets_forwarded,packets_dropped_ttl,packets_dropped_overflow,collateral_drops,deadlock_occurred,recovered
No Timeout (Baseline),Ring4_Moderate,10,2.0113747119903564,202,42.24,0.0,2112.0,0.98,0.0,17600.0,0.0,154024.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,11,1.7257990837097168,203,44.037600000000005,0.0,2201.88,0.98,0.0,18349.0,0.0,154456.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,12,1.6277170181274414,204,44.4792,0.0,2223.96,0.98,0.0,18533.0,0.0,154237.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,13,1.8200807571411133,205,44.397600000000004,0.0,2219.88,0.98,0.0,18499.0,0.0,154301.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,14,1.6071600914001465,206,45.175200000000004,0.0,2258.76,0.98,0.0,18823.0,0.0,154514.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,15,1.5641961097717285,207,46.8672,0.0,2343.36,0.98,0.0,19528.0,0.0,153992.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,16,1.6035802364349365,208,41.44320000000001,0.0,2072.1600000000003,0.98,0.0,17268.0,0.0,154181.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,17,1.6776890754699707,209,49.212,0.0,2460.6,0.98,0.0,20505.0,0.0,154083.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,18,1.6050670146942139,210,55.90560000000001,0.0,2795.28,0.98,0.0,23294.0,0.0,153863.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,19,1.5884568691253662,211,46.1112,0.0,2305.56,0.98,0.0,19213.0,0.0,154148.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,20,1.6978189945220947,212,48.4392,0.0,2421.96,0.98,0.0,20183.0,0.0,154144.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,21,1.5836353302001953,213,46.041599999999995,0.0,2302.08,0.98,0.0,19184.0,0.0,154297.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,22,1.565284013748169,214,43.4208,0.0,2171.04,0.98,0.0,18092.0,0.0,154237.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,23,1.723675012588501,215,49.677600000000005,0.0,2483.88,0.98,0.0,20699.0,0.0,154022.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,24,1.8120169639587402,216,47.9208,0.0,2396.04,0.98,0.0,19967.0,0.0,153928.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,25,1.6894888877868652,217,40.29359999999999,0.0,2014.6799999999998,0.98,0.0,16789.0,0.0,154363.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,26,1.6099541187286377,218,43.144800000000004,0.0,2157.2400000000002,0.98,0.0,17977.0,0.0,154282.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,27,1.7120819091796875,219,48.23040000000001,0.0,2411.5200000000004,0.98,0.0,20096.0,0.0,153903.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,28,1.6672639846801758,220,41.976,0.0,2098.7999999999997,0.98,0.0,17490.0,0.0,154176.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,29,1.5798718929290771,221,42.7008,0.0,2135.04,0.98,0.0,17792.0,0.0,154210.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,30,1.7095160484313965,222,49.924800000000005,0.0,2496.2400000000002,0.98,0.0,20802.0,0.0,154085.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,31,1.6248488426208496,223,46.50959999999999,0.0,2325.4799999999996,0.98,0.0,19379.0,0.0,154097.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,32,1.6648428440093994,224,44.87520000000001,0.0,2243.76,0.98,0.0,18698.0,0.0,154171.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,33,1.5609569549560547,225,43.08239999999999,0.0,2154.12,0.98,0.0,17951.0,0.0,154146.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,34,1.6036372184753418,226,42.66,0.0,2133.0,0.98,0.0,17775.0,0.0,154218.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,35,1.7497169971466064,227,46.6248,0.0,2331.2400000000002,0.98,0.0,19427.0,0.0,154249.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,36,1.674858808517456,228,44.1888,0.0,2209.44,0.98,0.0,18412.0,0.0,154114.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,37,1.5474302768707275,229,42.232800000000005,0.0,2111.64,0.98,0.0,17597.0,0.0,154275.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,38,1.5397169589996338,230,48.516,0.0,2425.7999999999997,0.98,0.0,20215.0,0.0,154020.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,39,1.7385101318359375,231,44.34479999999999,0.0,2217.24,0.98,0.0,18477.0,0.0,154440.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,40,1.5556411743164062,232,47.32560000000001,0.0,2366.28,0.98,0.0,19719.0,0.0,154181.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,41,1.7802951335906982,233,47.001599999999996,0.0,2350.08,0.98,0.0,19584.0,0.0,153968.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,42,1.648041009902954,234,45.204,0.0,2260.2000000000003,0.98,0.0,18835.0,0.0,154327.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,43,1.5757708549499512,235,44.376,0.0,2218.8,0.98,0.0,18490.0,0.0,154267.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,44,1.5618879795074463,236,40.075199999999995,0.0,2003.76,0.98,0.0,16698.0,0.0,154139.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,45,1.7476437091827393,237,48.592800000000004,0.0,2429.6400000000003,0.98,0.0,20247.0,0.0,154036.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,46,1.6352920532226562,238,48.4464,0.0,2422.3199999999997,0.98,0.0,20186.0,0.0,154299.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,47,1.6438438892364502,239,44.371199999999995,0.0,2218.56,0.98,0.0,18488.0,0.0,154119.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,48,1.6505088806152344,240,42.268800000000006,0.0,2113.44,0.98,0.0,17612.0,0.0,154152.0,0.0,0.0,0.0
No Timeout (Baseline),Ring4_Moderate,49,1.6232688426971436,241,48.055200000000006,0.0,2402.76,0.98,0.0,20023.0,0.0,154336.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,0,2.0398409366607666,242,14.484000000000002,0.0,1158.72,0.9875,0.0,9656.0,0.0,272498.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,1,1.90118408203125,243,16.5975,0.0,1327.8,0.9875,0.0,11065.0,0.0,272190.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,2,1.8534178733825684,244,15.561000000000002,0.0,1244.88,0.9875,0.0,10374.0,0.0,272126.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,3,1.8278698921203613,245,14.3475,0.0,1147.8,0.9875,0.0,9565.0,0.0,272033.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,4,1.8886420726776123,246,14.988,0.0,1199.04,0.9875,0.0,9992.0,0.0,272134.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,5,1.8557758331298828,247,14.3505,0.0,1148.04,0.9875,0.0,9567.0,0.0,272436.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,6,1.8766069412231445,248,14.6745,0.0,1173.96,0.9875,0.0,9783.0,0.0,272348.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,7,1.8171300888061523,249,16.3935,0.0,1311.48,0.9875,0.0,10929.0,0.0,272269.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,8,1.8421001434326172,250,16.0875,0.0,1287.0,0.9875,0.0,10725.0,0.0,272240.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,9,1.838123083114624,251,16.503,0.0,1320.24,0.9875,0.0,11002.0,0.0,272219.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,10,1.847823143005371,252,17.686500000000002,0.0,1414.92,0.9875,0.0,11791.0,0.0,272121.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,11,1.87959885597229,253,14.241,0.0,1139.28,0.9875,0.0,9494.0,0.0,272252.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,12,1.8012199401855469,254,15.694499999999998,0.0,1255.56,0.9875,0.0,10463.0,0.0,271975.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,13,1.842303991317749,255,16.5315,0.0,1322.52,0.9875,0.0,11021.0,0.0,272213.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,14,1.8265571594238281,256,15.032999999999998,0.0,1202.6399999999999,0.9875,0.0,10022.0,0.0,272314.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,15,1.8154630661010742,257,13.143000000000002,0.0,1051.44,0.9875,0.0,8762.0,0.0,271975.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,16,1.8034019470214844,258,13.5375,0.0,1083.0,0.9875,0.0,9025.0,0.0,272260.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,17,1.8165349960327148,259,14.484000000000002,0.0,1158.72,0.9875,0.0,9656.0,0.0,272456.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,18,1.8115227222442627,260,15.220500000000001,0.0,1217.64,0.9875,0.0,10147.0,0.0,272022.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,19,1.792006254196167,261,17.985000000000003,0.0,1438.8000000000002,0.9875,0.0,11990.0,0.0,272126.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,20,1.8396940231323242,262,13.62,0.0,1089.6,0.9875,0.0,9080.0,0.0,272201.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,21,1.8176848888397217,263,13.621500000000001,0.0,1089.72,0.9875,0.0,9081.0,0.0,272170.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,22,1.8110499382019043,264,15.579,0.0,1246.32,0.9875,0.0,10386.0,0.0,272137.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,23,1.8183863162994385,265,15.098999999999997,0.0,1207.9199999999998,0.9875,0.0,10066.0,0.0,272550.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,24,1.8338730335235596,266,16.006500000000003,0.0,1280.52,0.9875,0.0,10671.0,0.0,272120.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,25,2.0717809200286865,267,15.745499999999998,0.0,1259.6399999999999,0.9875,0.0,10497.0,0.0,272277.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,26,1.8134398460388184,268,16.5915,0.0,1327.32,0.9875,0.0,11061.0,0.0,272103.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,27,1.793407917022705,269,16.2375,0.0,1299.0,0.9875,0.0,10825.0,0.0,272163.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,28,1.8555660247802734,270,15.931500000000002,0.0,1274.52,0.9875,0.0,10621.0,0.0,272168.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,29,1.8124909400939941,271,14.315999999999999,0.0,1145.28,0.9875,0.0,9544.0,0.0,272249.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,30,1.997190237045288,272,15.151499999999999,0.0,1212.12,0.9875,0.0,10101.0,0.0,272187.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,31,1.8853821754455566,273,15.910499999999997,0.0,1272.84,0.9875,0.0,10607.0,0.0,272410.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,32,2.1222031116485596,274,15.559499999999998,0.0,1244.76,0.9875,0.0,10373.0,0.0,272225.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,33,1.9242210388183594,275,14.88,0.0,1190.4,0.9875,0.0,9920.0,0.0,272198.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,34,1.9308359622955322,276,14.805,0.0,1184.4,0.9875,0.0,9870.0,0.0,272084.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,35,1.9339702129364014,277,15.598500000000001,0.0,1247.88,0.9875,0.0,10399.0,0.0,272013.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,36,1.9981980323791504,278,15.93,0.0,1274.4,0.9875,0.0,10620.0,0.0,272300.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,37,1.8725860118865967,279,16.107,0.0,1288.56,0.9875,0.0,10738.0,0.0,271970.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,38,1.8665258884429932,280,16.870499999999996,0.0,1349.6399999999999,0.9875,0.0,11247.0,0.0,272187.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,39,1.8017699718475342,281,16.1385,0.0,1291.08,0.9875,0.0,10759.0,0.0,272025.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,40,1.810880184173584,282,16.613999999999997,0.0,1329.12,0.9875,0.0,11076.0,0.0,272060.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,41,1.9427158832550049,283,17.067,0.0,1365.3600000000001,0.9875,0.0,11378.0,0.0,271995.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,42,1.8873820304870605,284,15.279000000000002,0.0,1222.32,0.9875,0.0,10186.0,0.0,272164.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,43,1.837785005569458,285,15.225,0.0,1218.0,0.9875,0.0,10150.0,0.0,272199.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,44,2.2992911338806152,286,14.833499999999999,0.0,1186.6799999999998,0.9875,0.0,9889.0,0.0,272141.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,45,1.9230263233184814,287,15.350999999999999,0.0,1228.08,0.9875,0.0,10234.0,0.0,272347.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,46,1.8699469566345215,288,14.263499999999999,0.0,1141.08,0.9875,0.0,9509.0,0.0,272040.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,47,1.8881900310516357,289,15.916500000000001,0.0,1273.32,0.9875,0.0,10611.0,0.0,272126.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,48,2.022372007369995,290,15.1725,0.0,1213.8,0.9875,0.0,10115.0,0.0,272442.0,0.0,0.0,0.0
No Timeout (Baseline),Ring3_Extended,49,1.9869859218597412,291,15.130500000000001,0.0,1210.44,0.9875,0.0,10087.0,0.0,272302.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,0,1.337777853012085,292,22.044,0.0,1102.2,0.98,0.0,9185.0,0.0,39158.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,1,1.2795007228851318,293,25.4208,0.0,1271.04,0.98,0.0,10592.0,0.0,39190.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,2,1.2777299880981445,294,22.293599999999998,0.0,1114.68,0.98,0.0,9289.0,0.0,39055.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,3,1.2794969081878662,295,25.488,0.0,1274.4,0.98,0.0,10620.0,0.0,38934.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,4,1.488020896911621,296,21.607200000000006,0.0,1080.3600000000001,0.98,0.0,9003.0,0.0,39260.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,5,1.3828251361846924,297,22.348800000000004,0.0,1117.44,0.98,0.0,9312.0,0.0,39216.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,6,1.4104700088500977,298,24.367200000000004,0.0,1218.3600000000001,0.98,0.0,10153.0,0.0,39026.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,7,1.6640350818634033,299,23.882399999999997,0.0,1194.12,0.98,0.0,9951.0,0.0,39418.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,8,1.4942710399627686,300,20.436,0.0,1021.8,0.98,0.0,8515.0,0.0,39077.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,9,1.4104969501495361,301,23.162399999999998,0.0,1158.12,0.98,0.0,9651.0,0.0,39801.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,10,1.2875356674194336,302,22.68,0.0,1134.0,0.98,0.0,9450.0,0.0,39210.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,11,1.2810633182525635,303,20.995199999999997,0.0,1049.76,0.98,0.0,8748.0,0.0,39603.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,12,1.4628617763519287,304,22.104,0.0,1105.2,0.98,0.0,9210.0,0.0,39409.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,13,1.3596789836883545,305,24.230400000000003,0.0,1211.52,0.98,0.0,10096.0,0.0,39332.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,14,1.276547908782959,306,22.588800000000003,0.0,1129.44,0.98,0.0,9412.0,0.0,39399.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,15,1.2675199508666992,307,22.831199999999995,0.0,1141.56,0.98,0.0,9513.0,0.0,39567.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,16,1.2704331874847412,308,24.268800000000002,0.0,1213.44,0.98,0.0,10112.0,0.0,39519.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,17,1.283782958984375,309,22.392,0.0,1119.6,0.98,0.0,9330.0,0.0,39385.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,18,1.2449531555175781,310,25.994400000000002,0.0,1299.72,0.98,0.0,10831.0,0.0,39310.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,19,1.2953529357910156,311,21.458399999999994,0.0,1072.9199999999998,0.98,0.0,8941.0,0.0,39779.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,20,1.2531661987304688,312,25.528800000000004,0.0,1276.44,0.98,0.0,10637.0,0.0,39292.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,21,1.3491060733795166,313,24.398400000000002,0.0,1219.92,0.98,0.0,10166.0,0.0,38870.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,22,1.3276190757751465,314,23.392799999999994,0.0,1169.6399999999999,0.98,0.0,9747.0,0.0,39303.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,23,1.3301031589508057,315,23.493599999999997,0.0,1174.6799999999998,0.98,0.0,9789.0,0.0,38995.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,24,1.3100180625915527,316,23.7144,0.0,1185.72,0.98,0.0,9881.0,0.0,39617.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,25,1.3169429302215576,317,25.6896,0.0,1284.48,0.98,0.0,10704.0,0.0,39104.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,26,1.3478481769561768,318,21.544800000000002,0.0,1077.24,0.98,0.0,8977.0,0.0,39586.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,27,1.301029920578003,319,23.608800000000002,0.0,1180.44,0.98,0.0,9837.0,0.0,38863.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,28,1.2958557605743408,320,24.139200000000002,0.0,1206.96,0.98,0.0,10058.0,0.0,39141.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,29,1.2902989387512207,321,22.504800000000003,0.0,1125.24,0.98,0.0,9377.0,0.0,39400.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,30,1.361772060394287,322,22.154400000000003,0.0,1107.72,0.98,0.0,9231.0,0.0,39372.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,31,1.292691946029663,323,24.9024,0.0,1245.1200000000001,0.98,0.0,10376.0,0.0,39508.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,32,1.4011170864105225,324,22.8936,0.0,1144.68,0.98,0.0,9539.0,0.0,39276.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,33,1.4038169384002686,325,23.5944,0.0,1179.72,0.98,0.0,9831.0,0.0,39457.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,34,1.2775170803070068,326,23.212799999999994,0.0,1160.6399999999999,0.98,0.0,9672.0,0.0,39037.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,35,1.2667152881622314,327,22.183200000000003,0.0,1109.16,0.98,0.0,9243.0,0.0,39295.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,36,1.2549149990081787,328,21.1464,0.0,1057.32,0.98,0.0,8811.0,0.0,39436.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,37,1.2953152656555176,329,22.365599999999997,0.0,1118.28,0.98,0.0,9319.0,0.0,39132.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,38,1.3389379978179932,330,22.2264,0.0,1111.32,0.98,0.0,9261.0,0.0,39284.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,39,1.3047690391540527,331,22.972800000000003,0.0,1148.64,0.98,0.0,9572.0,0.0,39322.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,40,1.2817251682281494,332,21.842399999999998,0.0,1092.12,0.98,0.0,9101.0,0.0,39258.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,41,1.3745291233062744,333,24.667200000000005,0.0,1233.3600000000001,0.98,0.0,10278.0,0.0,39059.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,42,1.5350050926208496,334,22.8,0.0,1140.0,0.98,0.0,9500.0,0.0,39050.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,43,1.3418910503387451,335,22.5408,0.0,1127.04,0.98,0.0,9392.0,0.0,39791.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,44,1.2603931427001953,336,22.7904,0.0,1139.52,0.98,0.0,9496.0,0.0,38896.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,45,1.2831590175628662,337,24.1992,0.0,1209.96,0.98,0.0,10083.0,0.0,39401.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,46,1.2872998714447021,338,22.6056,0.0,1130.28,0.98,0.0,9419.0,0.0,39498.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,47,1.3436081409454346,339,22.98,0.0,1149.0,0.98,0.0,9575.0,0.0,39507.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,48,1.3701739311218262,340,20.5416,0.0,1027.08,0.98,0.0,8559.0,0.0,39142.0,0.0,0.0,0.0
No Timeout (Baseline),Normal_Congestion,49,1.2682251930236816,341,24.7104,0.0,1235.52,0.98,0.0,10296.0,0.0,39386.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,0,7.964218854904175,342,32.3136,0.0,1425.6,0.9,0.0,13464.0,129.0,119349.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,1,7.586122274398804,343,27.782400000000003,0.0,1214.28,0.9,0.0,11576.0,132.0,119648.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,2,7.534730911254883,344,30.6024,0.0,1329.96,0.9,0.0,12751.0,131.0,119483.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,3,7.531308174133301,345,32.4264,0.0,1435.2,0.9,0.0,13511.0,135.0,119449.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,4,7.414291858673096,346,30.252000000000002,0.0,1323.24,0.9,0.0,12605.0,128.0,119625.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,5,7.933030843734741,347,31.161600000000007,0.0,1376.88,0.9,0.0,12984.0,137.0,119396.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,6,8.03720498085022,348,35.299200000000006,0.0,1606.56,0.9,0.0,14708.0,130.0,119323.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,7,7.483904123306274,349,30.3144,0.0,1331.1599999999999,0.9,0.0,12631.0,129.0,119726.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,8,7.810330867767334,350,32.623200000000004,0.0,1469.16,0.9,0.0,13593.0,150.0,119571.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,9,7.406509876251221,351,29.834400000000002,0.0,1293.0,0.9,0.0,12431.0,146.0,119482.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,10,7.233436346054077,352,32.690400000000004,0.0,1453.44,0.9,0.0,13621.0,129.0,119308.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,11,7.696370840072632,353,31.4856,0.0,1368.3600000000001,0.9,0.0,13119.0,139.0,119755.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,12,7.576466083526611,354,32.44080000000001,0.0,1393.92,0.9,0.0,13517.0,137.0,119586.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,13,7.991896152496338,355,32.2752,0.0,1428.36,0.9,0.0,13448.0,134.0,119292.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,14,7.84450101852417,356,29.049599999999998,0.0,1305.6,0.9,0.0,12104.0,141.0,119552.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,15,7.422150135040283,357,31.3968,0.0,1381.92,0.9,0.0,13082.0,130.0,119575.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,16,7.74943995475769,358,35.371199999999995,0.0,1619.04,0.9,0.0,14738.0,129.0,119722.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,17,7.599059820175171,359,30.770400000000002,0.0,1370.64,0.9,0.0,12821.0,130.0,119420.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,18,7.346096992492676,360,30.947999999999993,0.0,1358.1599999999999,0.9,0.0,12895.0,146.0,119406.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,19,7.5052170753479,361,29.879999999999995,0.0,1307.04,0.9,0.0,12450.0,139.0,119731.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,20,8.172159910202026,362,29.402399999999997,0.0,1260.96,0.9,0.0,12251.0,125.0,119850.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,21,7.556354999542236,363,29.522399999999998,0.0,1266.12,0.9,0.0,12301.0,140.0,119858.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,22,7.257601976394653,364,30.6432,0.0,1327.8,0.9,0.0,12768.0,127.0,119456.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,23,7.455078125,365,28.514400000000002,0.0,1248.24,0.9,0.0,11881.0,137.0,119564.0,0.0,0.0,0.0
