sample_id,etch_variation_nm,conductivity_variation_pct,misalignment_nm,via_depth_variation_pct,oxide_variation_pct,transmission,max_field_uT,warpage_um,optical_pass,magnetic_pass,warpage_pass,all_pass
0,-2.5588458850380835,-0.7662823365452472,1.2967664017873204,-0.5537366200727961,1.0684662360293944,0.9955092366593077,0.25300394908956025,30.952780682582784,True,True,True,True
1,1.0164715867548164,0.35661868627903787,-0.38524960420360405,-0.2844168383813896,0.2050975437639048,0.9940539962983164,0.2984883896702463,31.63586038874066,True,True,True,True
2,1.2832546155314468,-1.6976755086198925,-0.29893030873160553,1.0411900202614643,1.3108574212525401,0.9994812512506268,0.29260809103525387,34.30645355531316,True,True,True,True
3,0.3471360730781121,-0.667763733418063,0.08564468001140634,0.39501804043898114,0.8633109281377891,1.0,0.256784798724882,21.250211674846636,True,True,True,True
4,-3.7563691756059208,-0.6638063610930768,-0.30971372689334203,1.6983287190133707,-0.5368081447747534,0.9914599149235415,0.26498187353321295,27.96096931015755,True,True,True,True
5,0.4069880029161997,1.180782007757952,2.1361212223851234,0.18948992312988858,0.6609545651540255,0.9943370862069715,0.2968261529025824,22.20355996178386,True,True,True,True
6,0.503076817314538,-1.0191779052669272,-0.7824945116641567,-1.2761421678769829,0.8274828544616005,0.9945425414818371,0.3315153441100262,22.515521519662542,True,True,True,True
7,-0.6387350736833238,4.3995966764477625,1.6507725456366868,1.9044740187090834,0.43791121419829765,0.9976952879190494,0.400469178164339,29.00905758112175,True,True,True,True
8,0.5588067411554678,-3.3260623659927298,1.7596529897504276,2.107439507094528,-2.448865701425936,0.9947425584179572,0.2947370721718492,32.41385446342854,True,True,True,True
9,1.1998948704606398,4.780548080476257,1.3611312162300078,0.735448989184268,-2.1374371865879107,0.9915093352060306,0.3380259222798843,24.075015431625175,True,True,True,True
10,1.0311374649231613,5.436534039930326,0.28123100376011223,0.5555109956083452,-1.9227107430947468,0.992354905842523,0.37427885551832873,26.033310671112186,True,True,True,True
11,-0.48894057176736144,0.46844373517657023,0.7430865072645091,0.39977611073664815,1.2843026347682316,0.9976642034401236,0.41366036973245174,28.330210808542464,True,True,True,True
12,-1.676450654463921,-4.279256347058269,1.8074659450308745,0.8696333822183151,1.4854089832619393,0.9964888263955718,0.35362543424867493,25.475549647989236,True,True,True,True
13,-0.6861109419290905,4.604834183973938,-1.0463445430002458,-2.138581139543089,-1.4140509755287074,0.9978191050620268,0.2932962827587582,23.45658622500363,True,True,True,True
14,-0.8811105071167701,-2.5790483121657832,0.9626888692162976,-0.13921866240440603,-0.45886393885812654,0.9958303103180056,0.39834329105395516,31.006191211088538,True,True,True,True
15,1.043515649211639,1.3230008521025673,-0.6639824417905107,1.3692650468508019,-0.682754569479687,0.9900286308858892,0.27782947673011205,24.054624687157826,True,True,True,True
16,-2.173844640618986,1.09312156099064,-0.8504987416080457,-0.023100857215787068,1.718825971265198,0.9934097954878591,0.34279800913567265,34.95114920783984,True,True,True,True
17,-2.05547654894096,-0.13762025797157093,-1.3949948145970763,2.313503929009692,0.515395510262382,0.9928519788231007,0.3184655475538525,25.557895754831154,True,True,True,True
18,1.829875323073605,6.385368484439692,-1.7750202675674176,0.4539090809350728,1.580334450270288,0.9930865730557575,0.3752484164506406,24.178378958951047,True,True,True,True
19,-1.3205734300117735,1.7235686002359543,-1.3764680127096132,0.466354708430974,-0.9088744426511376,0.9939247326049812,0.3827604165372802,22.96751270283869,True,True,True,True
20,2.0854949445131497,5.667030691781423,0.7209315561634626,0.470962701840729,1.9087838727116155,0.9950992056705861,0.3731915538454258,30.733640004179637,True,True,True,True
21,1.3986263561210484,-1.0059833370736044,-0.37100722589582585,0.22790962466283446,0.144988740054021,0.9948536658517636,0.2483479374556064,26.89628713009713,True,True,True,True
22,1.477591882356377,-1.335861801784242,-0.8391845220891003,-3.16641767607357,-0.5941564011833861,0.995222952018678,0.35897247026295,23.55100673393687,True,True,True,True
23,-0.3642400036574384,1.340135133004127,0.8204547109728072,-1.257792581031228,-0.7248991462968503,0.9967209706327248,0.31005887801880294,23.97658247439799,True,True,True,True
24,2.8197761595021027,1.883109949069848,-0.1659183209242168,-1.3079108873652985,-0.4601328549353761,0.9935463575807634,0.27377275365674597,21.79226195179905,True,True,True,True
25,-2.1095062798537665,-1.7847798779851258,-0.2405053401500015,0.4423862351076542,0.060860228371718526,0.9886635943160609,0.35727379385656,23.503672837316348,True,True,True,True
26,0.7247744780301261,0.865793582555007,0.7781055724822479,-0.33199265300755615,1.7359697863966412,0.9924749334032255,0.31207712579324925,31.242973397737906,True,True,True,True
27,1.4610148156812117,-3.2479650421983184,1.3495556278345535,-1.889830386755705,0.5889654662394341,0.9922623856660486,0.44380285627073635,26.803008479491073,True,True,True,True
