algorithm,scenario,trial,duration_seconds,seed,completion_rate,crash_rate,jobs_completed,jobs_crashed,avg_utilization,max_utilization,avg_remote_fraction,remote_job_fraction,avg_exec_time_us,p99_exec_time_us,avg_stranded_memory_gb
Local Only (Baseline),4N_30pct_Frag,10,0.00712895393371582,202,0.96,0.04,48.0,2.0,0.41508307134753836,0.848972564353143,0.0,0.0,987.4375,1492.2200000000003,1.5471555601954434
Local Only (Baseline),4N_30pct_Frag,11,0.006918907165527344,203,0.94,0.06,47.0,3.0,0.4264844044143221,1.0675392340882932,0.0,0.0,1033.8936170212767,1397.9599999999998,0.8795460671618331
Local Only (Baseline),4N_30pct_Frag,12,0.007241010665893555,204,0.96,0.04,48.0,2.0,0.42850013355578004,1.1580167464224624,0.0,0.0,1072.5416666666667,1430.8600000000001,0.7776611087934368
Local Only (Baseline),4N_30pct_Frag,13,0.00701904296875,205,0.92,0.08,46.0,4.0,0.41228762117636725,1.2147759470174182,0.0,0.0,962.0869565217391,1313.05,1.1195787733610967
Local Only (Baseline),4N_30pct_Frag,14,0.007172822952270508,206,0.92,0.08,46.0,4.0,0.41104171959484964,0.9200484274494124,0.0,0.0,1030.6304347826087,1446.85,0.7897185078947048
Local Only (Baseline),4N_30pct_Frag,15,0.00705718994140625,207,0.96,0.04,48.0,2.0,0.4258589829225297,1.028054334124041,0.0,0.0,1007.0416666666666,1340.49,0.9744467219281971
Local Only (Baseline),4N_30pct_Frag,16,0.007097005844116211,208,0.96,0.04,48.0,2.0,0.4289706887280673,0.9938987171149457,0.0,0.0,1042.7291666666667,1476.14,0.7119099817387052
Local Only (Baseline),4N_30pct_Frag,17,0.007310628890991211,209,0.86,0.14,43.0,7.0,0.4142851792232941,0.8879486551391227,0.0,0.0,991.8604651162791,1617.2399999999993,1.3266805273518076
Local Only (Baseline),4N_30pct_Frag,18,0.007143259048461914,210,1.0,0.0,50.0,0.0,0.4251031434620411,1.0731257163536927,0.0,0.0,964.74,1398.37,0.4554673128557266
Local Only (Baseline),4N_30pct_Frag,19,0.0071909427642822266,211,0.94,0.06,47.0,3.0,0.41369326101874543,1.0098800336477338,0.0,0.0,953.4893617021277,1319.8799999999999,0.7888683883881593
Local Only (Baseline),4N_30pct_Frag,20,0.00706791877746582,212,0.92,0.08,46.0,4.0,0.41674176835507165,0.943283457093977,0.0,0.0,1000.5217391304348,1502.8999999999996,0.8858702223823544
Local Only (Baseline),4N_30pct_Frag,21,0.006963014602661133,213,0.86,0.14,43.0,7.0,0.39992176206543717,1.2465596921835176,0.0,0.0,944.8837209302326,1427.76,0.2829995464683037
Local Only (Baseline),4N_30pct_Frag,22,0.0073740482330322266,214,0.98,0.02,49.0,1.0,0.42900598862042383,0.9867741084443143,0.0,0.0,1045.0408163265306,1359.2,0.6264659969198545
Local Only (Baseline),4N_30pct_Frag,23,0.007218122482299805,215,0.94,0.06,47.0,3.0,0.4008515576241556,1.1336923050102201,0.0,0.0,966.7446808510638,1360.56,0.19992241296345145
Local Only (Baseline),4N_30pct_Frag,24,0.00702214241027832,216,0.88,0.12,44.0,6.0,0.41385804525484093,1.0531525577022776,0.0,0.0,1050.2045454545455,1450.22,0.11839795314568721
Local Only (Baseline),4N_30pct_Frag,25,0.00707697868347168,217,0.92,0.08,46.0,4.0,0.4058812927435423,0.8489312285921449,0.0,0.0,934.3478260869565,1344.1499999999999,0.4237324298498708
Local Only (Baseline),4N_30pct_Frag,26,0.00681614875793457,218,0.94,0.06,47.0,3.0,0.4129918064835023,0.996956157088346,0.0,0.0,951.0851063829788,1279.04,0.8394110148887578
Local Only (Baseline),4N_30pct_Frag,27,0.007193803787231445,219,0.98,0.02,49.0,1.0,0.42899895947803657,1.0671086410333332,0.0,0.0,1031.1020408163265,1542.9599999999998,1.037461914684383
Local Only (Baseline),4N_30pct_Frag,28,0.0069561004638671875,220,0.98,0.02,49.0,1.0,0.4280661723093768,1.2157523487532234,0.0,0.0,1030.7142857142858,1381.12,0.4515627281106781
Local Only (Baseline),4N_30pct_Frag,29,0.006966114044189453,221,0.98,0.02,49.0,1.0,0.4309924508027831,1.2337900343093229,0.0,0.0,1065.265306122449,1331.4799999999998,0.8648632044316111
Local Only (Baseline),4N_30pct_Frag,30,0.007236003875732422,222,0.9,0.1,45.0,5.0,0.4260314174662909,1.0318811396186203,0.0,0.0,1062.4888888888888,1434.5600000000002,0.9692519635354506
Local Only (Baseline),4N_30pct_Frag,31,0.007005929946899414,223,0.94,0.06,47.0,3.0,0.4165429783423191,1.205263292068945,0.0,0.0,976.3404255319149,1293.44,0.46751054027907496
Local Only (Baseline),4N_30pct_Frag,32,0.007599830627441406,224,0.96,0.04,48.0,2.0,0.4206740181024503,0.9321168645187727,0.0,0.0,1025.4791666666667,1458.4100000000003,0.5092568839346289
Local Only (Baseline),4N_30pct_Frag,33,0.0069751739501953125,225,0.96,0.04,48.0,2.0,0.4142596260747231,0.9954673876412631,0.0,0.0,986.1041666666666,1420.38,1.5207137584095203
Local Only (Baseline),4N_30pct_Frag,34,0.006651878356933594,226,0.88,0.12,44.0,6.0,0.41343127165276605,1.0631645971963575,0.0,0.0,1012.1136363636364,1360.28,2.017959843574811
Local Only (Baseline),4N_30pct_Frag,35,0.0069732666015625,227,0.96,0.04,48.0,2.0,0.4107863542216407,0.8861184898135233,0.0,0.0,937.625,1356.6500000000003,0.28233455355566844
Local Only (Baseline),4N_30pct_Frag,36,0.00710606575012207,228,0.92,0.08,46.0,4.0,0.40613896317862147,0.9641047975148641,0.0,0.0,1002.9782608695652,1354.6999999999998,1.1921828287745697
Local Only (Baseline),4N_30pct_Frag,37,0.0072209835052490234,229,0.92,0.08,46.0,4.0,0.40927525370890416,1.0164435912708614,0.0,0.0,998.4347826086956,1460.9499999999998,0.6970595863005927
Local Only (Baseline),4N_30pct_Frag,38,0.006928920745849609,230,0.94,0.06,47.0,3.0,0.4239834438273718,1.096150534901424,0.0,0.0,1026.5106382978724,1525.4399999999998,0.47960017451129444
Local Only (Baseline),4N_30pct_Frag,39,0.00688481330871582,231,0.88,0.12,44.0,6.0,0.40771346465748437,1.4444937524560528,0.0,0.0,970.2954545454545,1333.34,0.2860078228651948
Local Only (Baseline),4N_30pct_Frag,40,0.00692296028137207,232,0.92,0.08,46.0,4.0,0.41281274995277406,1.2322464820374033,0.0,0.0,949.9347826086956,1503.7999999999995,0.7417495095764489
Local Only (Baseline),4N_30pct_Frag,41,0.007090091705322266,233,0.98,0.02,49.0,1.0,0.41458591586827215,0.976151301892349,0.0,0.0,991.2244897959183,1431.56,0.3592686543031305
Local Only (Baseline),4N_30pct_Frag,42,0.0071408748626708984,234,0.94,0.06,47.0,3.0,0.4166038434299024,1.1614759229176772,0.0,0.0,1014.063829787234,1413.24,1.6774726825874842
Local Only (Baseline),4N_30pct_Frag,43,0.0073089599609375,235,0.92,0.08,46.0,4.0,0.4089378067809776,1.5342075025698532,0.0,0.0,932.6086956521739,1340.2499999999998,0.19732034118950015
Local Only (Baseline),4N_30pct_Frag,44,0.006928920745849609,236,0.88,0.12,44.0,6.0,0.4085575938707155,0.8917921633392822,0.0,0.0,998.7954545454545,1449.22,1.0686395238393398
Local Only (Baseline),4N_30pct_Frag,45,0.007055759429931641,237,0.94,0.06,47.0,3.0,0.4296771691953387,0.8863585848855591,0.0,0.0,1043.7021276595744,1414.7799999999997,0.896026882525342
Local Only (Baseline),4N_30pct_Frag,46,0.00711822509765625,238,0.98,0.02,49.0,1.0,0.4148698514718592,1.0634767394044244,0.0,0.0,964.8163265306123,1461.1599999999999,1.1800383077768255
Local Only (Baseline),4N_30pct_Frag,47,0.007519960403442383,239,0.94,0.06,47.0,3.0,0.41965349614762215,1.2094238412700866,0.0,0.0,1028.8936170212767,1554.24,2.170600338472207
Local Only (Baseline),4N_30pct_Frag,48,0.007172822952270508,240,0.96,0.04,48.0,2.0,0.41690590258719357,1.1452987350121306,0.0,0.0,984.7708333333334,1341.2100000000003,1.2209708133244992
Local Only (Baseline),4N_30pct_Frag,49,0.007019996643066406,241,0.96,0.04,48.0,2.0,0.42833538321531783,1.0696183375932795,0.0,0.0,1005.2708333333334,1450.56,1.0746378478197398
Local Only (Baseline),16N_30pct_Frag,0,0.009733200073242188,242,0.9509803921568627,0.00980392156862745,97.0,1.0,0.36273088124843833,0.4850415729733968,0.0,0.0,996.3711340206186,1446.28,4.452012820854575
Local Only (Baseline),16N_30pct_Frag,1,0.009050846099853516,243,0.9431818181818182,0.03409090909090909,83.0,3.0,0.3510093024415831,0.48072837690653186,0.0,0.0,1007.7951807228916,1486.1399999999999,1.3563225015431704
Local Only (Baseline),16N_30pct_Frag,2,0.00942683219909668,244,0.9157894736842105,0.06315789473684211,87.0,6.0,0.3561581441328529,0.48034570019456846,0.0,0.0,1022.2528735632184,1369.46,3.3700687981990205
Local Only (Baseline),16N_30pct_Frag,3,0.009796142578125,245,0.9489795918367347,0.04081632653061224,93.0,4.0,0.3584712061447069,0.5496820551917336,0.0,0.0,1005.2903225806451,1402.1599999999999,3.8498080037589983
Local Only (Baseline),16N_30pct_Frag,4,0.009227752685546875,246,0.9340659340659341,0.054945054945054944,85.0,5.0,0.35185170149193756,0.5842488117817708,0.0,0.0,1007.1764705882352,1528.6399999999999,2.4827575281393774
Local Only (Baseline),16N_30pct_Frag,5,0.009557008743286133,247,0.9357798165137615,0.045871559633027525,102.0,5.0,0.3641217033720538,0.5143035689755189,0.0,0.0,1003.7156862745098,1416.6399999999999,2.975954826837133
Local Only (Baseline),16N_30pct_Frag,6,0.009172916412353516,248,0.9578947368421052,0.010526315789473684,91.0,1.0,0.3547355258248628,0.5137806472582638,0.0,0.0,987.021978021978,1464.1999999999994,1.0566295423644254
Local Only (Baseline),16N_30pct_Frag,7,0.00955820083618164,249,0.9636363636363636,0.02727272727272727,106.0,3.0,0.3668620764018822,0.4946244594375874,0.0,0.0,1000.9811320754717,1377.5,2.7181068440212477
Local Only (Baseline),16N_30pct_Frag,8,0.009571075439453125,250,0.9320388349514563,0.038834951456310676,96.0,4.0,0.359001992016317,0.5194067827893988,0.0,0.0,983.6979166666666,1467.1,3.4609813606932534
Local Only (Baseline),16N_30pct_Frag,9,0.0090179443359375,251,0.9425287356321839,0.034482758620689655,82.0,3.0,0.35337648763299756,0.5295455455618854,0.0,0.0,1002.780487804878,1385.9599999999996,3.103794501963834
Local Only (Baseline),16N_30pct_Frag,10,0.009042739868164062,252,0.9310344827586207,0.04597701149425287,81.0,4.0,0.35039460096011676,0.44023980868024853,0.0,0.0,1007.0987654320987,1459.8000000000002,3.5980074801239827
Local Only (Baseline),16N_30pct_Frag,11,0.009467124938964844,253,0.9339622641509434,0.04716981132075472,99.0,5.0,0.35819556264972924,0.4674223210287153,0.0,0.0,1006.4444444444445,1416.6399999999999,2.641319872437752
Local Only (Baseline),16N_30pct_Frag,12,0.009322881698608398,254,0.9142857142857143,0.01904761904761905,96.0,2.0,0.3636179287009637,0.558532042297997,0.0,0.0,1022.25,1448.8,3.2826890096236716
Local Only (Baseline),16N_30pct_Frag,13,0.009579896926879883,255,0.9680851063829787,0.02127659574468085,91.0,2.0,0.356424974200706,0.4757952566103839,0.0,0.0,992.4945054945055,1467.4999999999998,1.4060195713536197
Local Only (Baseline),16N_30pct_Frag,14,0.014259815216064453,256,0.9081632653061225,0.08163265306122448,89.0,8.0,0.3573461233726059,0.5364307813416961,0.0,0.0,1015.3258426966293,1515.1200000000008,3.8351506702089684
Local Only (Baseline),16N_30pct_Frag,15,0.013508081436157227,257,0.9181818181818182,0.03636363636363636,101.0,4.0,0.3611747083033324,0.4993559126607278,0.0,0.0,1002.5346534653465,1331.0,2.6282757282511806
Local Only (Baseline),16N_30pct_Frag,16,0.010216236114501953,258,0.9459459459459459,0.018018018018018018,105.0,2.0,0.3618381080400069,0.4862027110213111,0.0,0.0,989.3809523809524,1445.1199999999994,2.2666834638069737
Local Only (Baseline),16N_30pct_Frag,17,0.010637998580932617,259,0.9649122807017544,0.02631578947368421,110.0,3.0,0.3698746760913859,0.5625466758455323,0.0,0.0,1000.8454545454546,1417.2299999999998,4.0153869448828665
Local Only (Baseline),16N_30pct_Frag,18,0.01088261604309082,260,0.941747572815534,0.04854368932038835,97.0,5.0,0.3586331153554479,0.5464146056015854,0.0,0.0,1003.340206185567,1399.3199999999997,1.988393195804002
Local Only (Baseline),16N_30pct_Frag,19,0.00952601432800293,261,0.9325842696629213,0.033707865168539325,83.0,3.0,0.35232230796188324,0.4939579960374497,0.0,0.0,1000.6024096385543,1403.0799999999992,2.4642022507505135
Local Only (Baseline),16N_30pct_Frag,20,0.009660959243774414,262,0.9479166666666666,0.041666666666666664,91.0,4.0,0.3566685423082447,0.5276020272492806,0.0,0.0,997.5494505494505,1351.8999999999999,3.9144066480816733
Local Only (Baseline),16N_30pct_Frag,21,0.009656906127929688,263,0.948051948051948,0.025974025974025976,73.0,2.0,0.3453936631501954,0.446287774597247,0.0,0.0,1019.2054794520548,1480.0,1.9205233923431433
Local Only (Baseline),16N_30pct_Frag,22,0.010123968124389648,264,0.9747899159663865,0.025210084033613446,116.0,3.0,0.3695890549439867,0.5622769117491009,0.0,0.0,996.0862068965517,1507.3999999999996,4.061635067963025
Local Only (Baseline),16N_30pct_Frag,23,0.010041236877441406,265,0.9504950495049505,0.0297029702970297,96.0,3.0,0.3618149579309454,0.48810156860333515,0.0,0.0,1021.0104166666666,1438.35,2.9757238131905597
Local Only (Baseline),16N_30pct_Frag,24,0.009465932846069336,266,0.968421052631579,0.021052631578947368,92.0,2.0,0.35793681919006276,0.5214742631929012,0.0,0.0,1015.0869565217391,1420.3300000000002,1.6653573430288269
Local Only (Baseline),16N_30pct_Frag,25,0.010038137435913086,267,0.9375,0.044642857142857144,105.0,5.0,0.36628853081815493,0.49242587322138504,0.0,0.0,998.8285714285714,1416.9599999999998,1.95049726604213
Local Only (Baseline),16N_30pct_Frag,26,0.009716987609863281,268,0.97,0.02,97.0,2.0,0.36517806166851874,0.48034712863072304,0.0,0.0,1037.0824742268042,1476.12,1.91287619764485
Local Only (Baseline),16N_30pct_Frag,27,0.009169816970825195,269,0.946236559139785,0.043010752688172046,88.0,4.0,0.3542293477093899,0.5191116513852152,0.0,0.0,984.5227272727273,1403.26,3.0394260315712014
Local Only (Baseline),16N_30pct_Frag,28,0.009412050247192383,270,0.8817204301075269,0.06451612903225806,82.0,6.0,0.351029396603358,0.5093454106822063,0.0,0.0,985.6951219512196,1407.9,1.948214511390772
Local Only (Baseline),16N_30pct_Frag,29,0.010282278060913086,271,0.9519230769230769,0.028846153846153848,99.0,3.0,0.35810101499498953,0.5570268770479978,0.0,0.0,963.6767676767677,1394.3599999999997,3.385434342209274
Local Only (Baseline),16N_30pct_Frag,30,0.009957075119018555,272,0.9444444444444444,0.037037037037037035,102.0,4.0,0.36297290872264587,0.5099529816760892,0.0,0.0,1026.8333333333333,1453.8999999999999,2.898096087653079
Local Only (Baseline),16N_30pct_Frag,31,0.009936094284057617,273,0.9238095238095239,0.06666666666666667,97.0,7.0,0.3607424823260197,0.553519742537174,0.0,0.0,984.2989690721649,1404.279999999999,1.3938088800152602
Local Only (Baseline),16N_30pct_Frag,32,0.009868860244750977,274,0.9487179487179487,0.042735042735042736,111.0,5.0,0.36592254282521247,0.507853548411071,0.0,0.0,985.8198198198198,1384.8000000000002,1.3745625040818097
Local Only (Baseline),16N_30pct_Frag,33,0.009955167770385742,275,0.944954128440367,0.027522935779816515,103.0,3.0,0.36827216116655404,0.519060334413928,0.0,0.0,1020.9029126213592,1421.3000000000002,3.430448260353756
Local Only (Baseline),16N_30pct_Frag,34,0.009843111038208008,276,0.941747572815534,0.038834951456310676,97.0,4.0,0.359127768488258,0.5083722363679581,0.0,0.0,1003.4020618556701,1461.5599999999997,2.1097191883776616
Local Only (Baseline),16N_30pct_Frag,35,0.009882211685180664,277,0.9545454545454546,0.02727272727272727,105.0,3.0,0.3685537925695807,0.4964085749364203,0.0,0.0,996.2190476190476,1359.28,4.680347096890965
Local Only (Baseline),16N_30pct_Frag,36,0.01842188835144043,278,0.970873786407767,0.02912621359223301,100.0,3.0,0.3605484983937712,0.5052685884204066,0.0,0.0,979.23,1399.6100000000004,1.6798890082288862
Local Only (Baseline),16N_30pct_Frag,37,0.013964176177978516,279,0.9705882352941176,0.00980392156862745,99.0,1.0,0.36093592583427064,0.4887575258742202,0.0,0.0,1013.4949494949495,1346.1999999999998,4.795085119727177
Local Only (Baseline),16N_30pct_Frag,38,0.011192083358764648,280,0.9764705882352941,0.011764705882352941,83.0,1.0,0.35321384670846023,0.46828124256801684,0.0,0.0,969.0,1434.8999999999999,3.327204558768804
Local Only (Baseline),16N_30pct_Frag,39,0.00952601432800293,281,0.9302325581395349,0.046511627906976744,80.0,4.0,0.35226203511891924,0.5497318026605282,0.0,0.0,1032.2375,1399.3399999999997,3.325549913842087
Local Only (Baseline),16N_30pct_Frag,40,0.03224897384643555,282,0.9357798165137615,0.045871559633027525,102.0,5.0,0.36156230964832786,0.5105670923898975,0.0,0.0,968.2647058823529,1505.079999999999,2.473710185259282
Local Only (Baseline),16N_30pct_Frag,41,0.008840084075927734,283,0.9242424242424242,0.045454545454545456,61.0,3.0,0.3375106914237423,0.4411999008147108,0.0,0.0,1012.0819672131148,1502.7999999999997,1.4613256310681646
Local Only (Baseline),16N_30pct_Frag,42,0.009591102600097656,284,0.9603960396039604,0.019801980198019802,97.0,2.0,0.36385075220657065,0.5159277569111224,0.0,0.0,1002.659793814433,1402.5999999999985,3.950914239964852
Local Only (Baseline),16N_30pct_Frag,43,0.009005069732666016,285,0.8857142857142857,0.08571428571428572,62.0,6.0,0.33985701272906704,0.498777440050627,0.0,0.0,1035.8870967741937,1343.26,3.502785726734281
Local Only (Baseline),16N_30pct_Frag,44,0.009592056274414062,286,0.9532710280373832,0.037383177570093455,102.0,4.0,0.3636288263045272,0.467520397217469,0.0,0.0,975.6176470588235,1448.79,2.399034812086202
Local Only (Baseline),16N_30pct_Frag,45,0.009283781051635742,287,0.9381443298969072,0.041237113402061855,91.0,4.0,0.3591259603688472,0.5137427720902239,0.0,0.0,987.9230769230769,1312.7999999999993,3.3106275076508256
Local Only (Baseline),16N_30pct_Frag,46,0.009334087371826172,288,0.9550561797752809,0.011235955056179775,85.0,1.0,0.3569146267523563,0.5000697094739305,0.0,0.0,1014.3529411764706,1519.6399999999999,1.9694801868672844
Local Only (Baseline),16N_30pct_Frag,47,0.009471893310546875,289,0.9411764705882353,0.049019607843137254,96.0,5.0,0.3616521552757986,0.4873146543529659,0.0,0.0,978.6770833333334,1335.45,2.125355892237797
Local Only (Baseline),16N_30pct_Frag,48,0.009062051773071289,290,0.8604651162790697,0.10465116279069768,74.0,9.0,0.34888222629397836,0.4637169011889314,0.0,0.0,1021.8243243243244,1516.4999999999998,3.5382740160860107
Local Only (Baseline),16N_30pct_Frag,49,0.009382009506225586,291,0.970873786407767,0.009708737864077669,100.0,1.0,0.3617386511340319,0.46148700981006063,0.0,0.0,997.83,1467.13,3.888190695056037
Greedy Borrow,8N_30pct_Frag,0,0.008713006973266602,292,1.0,0.0,100.0,0.0,0.42476854602651093,0.7564905139933891,0.012082354960013985,0.03,1020.9,1487.5700000000013,0.8930993505674615
Greedy Borrow,8N_30pct_Frag,1,0.009140968322753906,293,1.0,0.0,100.0,0.0,0.42490763981031604,0.7067395914577542,0.0014002602372131397,0.02,997.36,1571.05,0.8903960762629747
Greedy Borrow,8N_30pct_Frag,2,0.009011030197143555,294,0.979381443298969,0.0,95.0,0.0,0.4132717060347785,0.7465027660304999,0.03812446844332268,0.05263157894736842,1060.378947368421,2034.0600000000009,1.1851294840955542
Greedy Borrow,8N_30pct_Frag,3,0.008808135986328125,295,1.0,0.0,100.0,0.0,0.4169929559729263,0.7247981379713545,0.010922666999711641,0.03,992.18,1412.7100000000044,1.0899445426501853
Greedy Borrow,8N_30pct_Frag,4,0.009005069732666016,296,1.0,0.0,100.0,0.0,0.42336406843197255,0.8926309662711289,0.0,0.0,988.13,1366.22,1.5712387903316298
Greedy Borrow,8N_30pct_Frag,5,0.008945941925048828,297,0.98,0.0,98.0,0.0,0.4182595963912679,0.6762245425864407,0.04493468380684981,0.07142857142857142,1074.4897959183672,2120.2900000000004,1.2355424877425583
Greedy Borrow,8N_30pct_Frag,6,0.008923053741455078,298,1.0,0.0,100.0,0.0,0.42688368437389523,0.7714815369573582,0.017400119621719813,0.06,1029.49,1537.3200000000052,0.17065034271723897
Greedy Borrow,8N_30pct_Frag,7,0.008829116821289062,299,0.9895833333333334,0.0,95.0,0.0,0.4132974799541857,0.7278351382223274,0.0031335516589511966,0.021052631578947368,972.4736842105264,1392.96,0.40320508423983364
Greedy Borrow,8N_30pct_Frag,8,0.008928775787353516,300,1.0,0.0,100.0,0.0,0.4287149872832848,0.7418252471179704,0.015622377648578028,0.04,1041.44,1799.5100000000027,1.6692941900641176
Greedy Borrow,8N_30pct_Frag,9,0.008787155151367188,301,1.0,0.0,100.0,0.0,0.42063574041639934,0.8700274874411109,0.012617750498893979,0.03,1013.61,1572.9200000000005,1.4159967936074946
Greedy Borrow,8N_30pct_Frag,10,0.008739948272705078,302,0.9693877551020408,0.0,95.0,0.0,0.4168389811328552,0.6618383150272167,0.014320432260571695,0.021052631578947368,975.0526315789474,1609.3200000000004,1.4871156427501473
Greedy Borrow,8N_30pct_Frag,11,0.008683919906616211,303,1.0,0.0,96.0,0.0,0.4114563618107365,0.7200235563230214,0.0023220774984424077,0.020833333333333332,973.6041666666666,1438.6,2.104607837859688
Greedy Borrow,8N_30pct_Frag,12,0.008832931518554688,304,0.9775280898876404,0.0,87.0,0.0,0.41120663489053144,0.6881635212820003,0.032047560349221904,0.08045977011494253,1045.655172413793,1636.14,0.9278581656716774
Greedy Borrow,8N_30pct_Frag,13,0.008948087692260742,305,0.9797979797979798,0.0,97.0,0.0,0.4247340417408868,0.8342216539744494,0.008312607817371125,0.010309278350515464,1014.6082474226804,1479.6399999999944,1.0717784055278863
Greedy Borrow,8N_30pct_Frag,14,0.008895397186279297,306,0.9891304347826086,0.0,91.0,0.0,0.41338879125527184,0.737522302164929,0.052974280698566786,0.07692307692307693,1058.3956043956043,2468.4999999999995,3.535488904520023
Greedy Borrow,8N_30pct_Frag,15,0.009080171585083008,307,0.9795918367346939,0.0,96.0,0.0,0.40892334113115697,0.688901190632468,0.020283906368390846,0.041666666666666664,989.5104166666666,1583.2999999999975,1.4562608395870789
Greedy Borrow,8N_30pct_Frag,16,0.009097814559936523,308,0.9591836734693877,0.0,94.0,0.0,0.41234477259109653,0.7479822439568176,0.03410791982433952,0.06382978723404255,1008.4148936170212,1931.4199999999973,1.50201350477114
Greedy Borrow,8N_30pct_Frag,17,0.00887298583984375,309,1.0,0.0,100.0,0.0,0.42622502338727114,0.7386334339783921,0.020035867629426857,0.04,1030.94,1721.1600000000017,0.23166812158389666
Greedy Borrow,8N_30pct_Frag,18,0.009034156799316406,310,0.99,0.0,99.0,0.0,0.41901997090880355,0.6781991085822773,0.009840895570750796,0.020202020202020204,972.0505050505051,1609.9599999999973,1.267610165217236
Greedy Borrow,8N_30pct_Frag,19,0.009061098098754883,311,0.99,0.0,99.0,0.0,0.41787085524524126,0.6674690390440445,0.020931563820990828,0.030303030303030304,981.4040404040404,1639.7199999999993,0.9627753438312807
Greedy Borrow,8N_30pct_Frag,20,0.008505105972290039,312,0.9772727272727273,0.0,86.0,0.0,0.40039950659955376,0.63220466723196,0.010801906299585108,0.023255813953488372,1012.6860465116279,1651.500000000004,1.0612797026924308
Greedy Borrow,8N_30pct_Frag,21,0.00935506820678711,313,1.0,0.0,100.0,0.0,0.42526401822781235,0.7031070060824487,0.010563441980723348,0.04,985.89,1467.5500000000038,1.178915245253899
Greedy Borrow,8N_30pct_Frag,22,0.008717060089111328,314,0.9767441860465116,0.0,84.0,0.0,0.40149004536099325,0.7482828197162663,0.0,0.0,974.8809523809524,1333.44,1.8924113476903253
Greedy Borrow,8N_30pct_Frag,23,0.009057998657226562,315,1.0,0.0,92.0,0.0,0.41008368756858854,0.6990579368640992,0.017252368905301293,0.043478260869565216,991.8695652173913,1497.6200000000001,0.7866578702878739
Greedy Borrow,8N_30pct_Frag,24,0.008871078491210938,316,0.9888888888888889,0.0,89.0,0.0,0.41338266257498674,0.7035181115322143,0.00389160954452387,0.02247191011235955,1017.4269662921348,1555.9200000000003,0.5485588430548164
Greedy Borrow,8N_30pct_Frag,25,0.009016036987304688,317,0.99,0.0,99.0,0.0,0.41778753367437876,0.6889319422134208,0.014239982182565225,0.04040404040404041,988.6565656565657,1461.4399999999998,1.2091727402943928
Greedy Borrow,8N_30pct_Frag,26,0.008692026138305664,318,1.0,0.0,100.0,0.0,0.42246796986116975,0.7533189640468363,0.009681394149490314,0.01,996.85,1331.2600000000032,1.5291251292049965
Greedy Borrow,8N_30pct_Frag,27,0.00905299186706543,319,1.0,0.0,100.0,0.0,0.423724245938379,0.7005718596328966,0.013868226254798497,0.03,993.46,1470.7400000000014,1.2537372094012686
Greedy Borrow,8N_30pct_Frag,28,0.00882577896118164,320,0.9883720930232558,0.0,85.0,0.0,0.4037539317770646,0.6575591957684536,0.012778632176817658,0.03529411764705882,979.6823529411764,1500.3999999999992,0.9776852716956717
Greedy Borrow,8N_30pct_Frag,29,0.00906682014465332,321,0.9882352941176471,0.0,84.0,0.0,0.4005949464415118,0.6936493974877624,0.014632941096176563,0.03571428571428571,1006.3571428571429,1588.8400000000013,0.671549833034875
Greedy Borrow,8N_30pct_Frag,30,0.008887767791748047,322,1.0,0.0,100.0,0.0,0.4200847234422372,0.8634871404959222,0.008993234538367163,0.02,983.24,1602.4600000000053,0.7338008271866849
Greedy Borrow,8N_30pct_Frag,31,0.00861501693725586,323,0.9647058823529412,0.0,82.0,0.0,0.40012731534292106,0.6648978782247925,0.01497935126171484,0.036585365853658534,1003.9024390243902,1618.37,0.9271673353129612
Greedy Borrow,8N_30pct_Frag,32,0.00917196273803711,324,1.0,0.0,100.0,0.0,0.42564643920349077,0.6817879250071969,0.011858318786719215,0.03,1007.48,1590.6300000000008,1.6322602989909538
Greedy Borrow,8N_30pct_Frag,33,0.00876474380493164,325,1.0,0.0,86.0,0.0,0.4096616996775224,0.7429121170341642,0.02359111477854129,0.05813953488372093,1020.9883720930233,1739.2500000000023,0.6281916213222519
Greedy Borrow,8N_30pct_Frag,34,0.008475065231323242,326,0.9787234042553191,0.0,92.0,0.0,0.4127155574053766,0.6513025761559381,0.003314826437678898,0.010869565217391304,1003.3586956521739,1414.9500000000003,1.4754524680478858
Greedy Borrow,8N_30pct_Frag,35,0.009234189987182617,327,1.0,0.0,97.0,0.0,0.4218341605249037,0.6731000971902206,0.010574448309133318,0.030927835051546393,1030.0103092783504,1501.7199999999964,1.0762741073882536
Greedy Borrow,8N_30pct_Frag,36,0.009037971496582031,328,0.967741935483871,0.0,90.0,0.0,0.4112901583542148,0.7085174740502667,0.011188409544052686,0.022222222222222223,1036.1666666666667,1581.2099999999996,2.455398124936439
Greedy Borrow,8N_30pct_Frag,37,0.008644819259643555,329,0.9761904761904762,0.0,82.0,0.0,0.4132671716056431,0.6816497162875526,0.0,0.0,1041.7682926829268,1458.4399999999998,1.6331078343771037
Greedy Borrow,8N_30pct_Frag,38,0.008678913116455078,330,0.9651162790697675,0.0,83.0,0.0,0.4063192633817126,0.6861134051034957,0.04356693740447007,0.08433734939759036,1078.012048192771,1908.1199999999978,1.8460972107641218
Greedy Borrow,8N_30pct_Frag,39,0.008848190307617188,331,1.0,0.0,100.0,0.0,0.4160797998658982,0.7506264715498226,0.0004276121594322193,0.01,974.25,1443.040000000001,1.092791824955593
