algorithm,scenario,trial,duration_seconds,seed,completion_rate,crash_rate,jobs_completed,jobs_crashed,avg_utilization,max_utilization,avg_remote_fraction,remote_job_fraction,avg_exec_time_us,p99_exec_time_us,avg_stranded_memory_gb
Local Only (Baseline),8N_30pct_Frag,24,0.008817911148071289,66,0.9591836734693877,0.030612244897959183,94.0,3.0,0.41814477718605686,0.7625913028022182,0.0,0.0,984.1914893617021,1351.21,2.285793765815428
Local Only (Baseline),8N_30pct_Frag,25,0.008411169052124023,67,0.9550561797752809,0.02247191011235955,85.0,2.0,0.4075173432112116,0.6138187748092304,0.0,0.0,987.8941176470588,1463.1999999999996,1.6887946023542704
Local Only (Baseline),8N_30pct_Frag,26,0.008488893508911133,68,0.95,0.05,95.0,5.0,0.4169701923095281,0.7712984669991376,0.0,0.0,1004.2842105263157,1384.8400000000001,1.0187071823679563
Local Only (Baseline),8N_30pct_Frag,27,0.008685827255249023,69,0.98,0.02,98.0,2.0,0.4266777942159857,0.6956814153056265,0.0,0.0,1005.4795918367347,1417.48,2.8480203516313467
Local Only (Baseline),8N_30pct_Frag,28,0.008535146713256836,70,0.9885057471264368,0.0,86.0,0.0,0.41090828984835553,0.6700646275066703,0.0,0.0,1000.3488372093024,1423.45,2.296196943425747
Local Only (Baseline),8N_30pct_Frag,29,0.008478879928588867,71,0.9285714285714286,0.04081632653061224,91.0,4.0,0.4084740694496004,0.6979293523794007,0.0,0.0,998.6923076923077,1471.9999999999995,1.1640196578854316
Local Only (Baseline),8N_30pct_Frag,30,0.008980035781860352,72,0.9489795918367347,0.04081632653061224,93.0,4.0,0.41213617279344134,0.6956606452035511,0.0,0.0,1013.9139784946236,1447.8,1.801019804645563
Local Only (Baseline),8N_30pct_Frag,31,0.008826971054077148,73,0.95,0.05,95.0,5.0,0.41828404320173956,0.8410974998671983,0.0,0.0,1013.3578947368421,1470.78,3.315459428508699
Local Only (Baseline),8N_30pct_Frag,32,0.008404970169067383,74,0.95,0.05,95.0,5.0,0.4182195390345229,0.806934342025806,0.0,0.0,995.9473684210526,1448.42,2.258073511902
Local Only (Baseline),8N_30pct_Frag,33,0.008437871932983398,75,0.9375,0.03125,90.0,3.0,0.4152347731260745,0.7322152586228322,0.0,0.0,1035.7666666666667,1341.74,1.5318211321628394
Local Only (Baseline),8N_30pct_Frag,34,0.008321046829223633,76,0.9058823529411765,0.07058823529411765,77.0,6.0,0.39749711821462047,0.7241904329929932,0.0,0.0,1016.025974025974,1380.1599999999994,0.5075062748613376
Local Only (Baseline),8N_30pct_Frag,35,0.008898735046386719,77,0.9797979797979798,0.020202020202020204,97.0,2.0,0.421381740207322,0.7025923829630909,0.0,0.0,974.7628865979382,1512.1999999999982,1.0167209643104356
Local Only (Baseline),8N_30pct_Frag,36,0.008614301681518555,78,0.97,0.03,97.0,3.0,0.42279517701840524,0.7812488664992719,0.0,0.0,1007.4742268041238,1392.7599999999995,1.7951638055037245
Local Only (Baseline),8N_30pct_Frag,37,0.008591890335083008,79,0.9285714285714286,0.05102040816326531,91.0,5.0,0.4157150685108071,0.6892741316191248,0.0,0.0,1015.4835164835165,1415.9999999999995,1.0763219472963919
Local Only (Baseline),8N_30pct_Frag,38,0.008704185485839844,80,0.98,0.01,98.0,1.0,0.4207092136987363,0.8370802779752654,0.0,0.0,999.469387755102,1485.18,1.9251305663281517
Local Only (Baseline),8N_30pct_Frag,39,0.008848905563354492,81,0.9473684210526315,0.042105263157894736,90.0,4.0,0.4107905824148314,0.6241152420138704,0.0,0.0,1046.8333333333333,1415.6299999999999,0.7772764810902961
Local Only (Baseline),8N_30pct_Frag,40,0.00872182846069336,82,0.99,0.01,99.0,1.0,0.4183274653416977,0.7251527665304573,0.0,0.0,984.010101010101,1404.6599999999999,2.39521537307556
Local Only (Baseline),8N_30pct_Frag,41,0.00923013687133789,83,0.95,0.05,95.0,5.0,0.416361102642052,0.6960677396296802,0.0,0.0,981.4736842105264,1380.7800000000004,1.9143835481598803
Local Only (Baseline),8N_30pct_Frag,42,0.008797883987426758,84,0.99,0.01,99.0,1.0,0.4308956909979297,0.702312590244782,0.0,0.0,1014.7979797979798,1500.9799999999998,1.2936899438886333
Local Only (Baseline),8N_30pct_Frag,43,0.008847713470458984,85,0.98,0.02,98.0,2.0,0.4340286474193879,0.7052736666678199,0.0,0.0,1009.234693877551,1476.02,0.9079771220312568
Local Only (Baseline),8N_30pct_Frag,44,0.00939488410949707,86,0.98,0.02,98.0,2.0,0.42450968493469315,0.8056219593020728,0.0,0.0,1019.0102040816327,1497.48,1.043266475846062
Local Only (Baseline),8N_30pct_Frag,45,0.008702754974365234,87,0.97,0.03,97.0,3.0,0.42290498348778277,0.8190036686067355,0.0,0.0,991.9484536082474,1426.7999999999997,0.8435126141068313
Local Only (Baseline),8N_30pct_Frag,46,0.008758068084716797,88,0.9305555555555556,0.041666666666666664,67.0,3.0,0.3808864154602115,0.6234580509042758,0.0,0.0,969.9850746268656,1272.64,1.1314111707038734
Local Only (Baseline),8N_30pct_Frag,47,0.008533954620361328,89,0.9340659340659341,0.04395604395604396,85.0,4.0,0.40496254898277995,0.7562763555348461,0.0,0.0,1001.1882352941177,1350.1999999999991,1.1292884306461737
Local Only (Baseline),8N_30pct_Frag,48,0.008539199829101562,90,0.9387755102040817,0.04081632653061224,92.0,4.0,0.41498463823493564,0.7858559406358602,0.0,0.0,991.0978260869565,1481.0400000000002,0.9654953368954455
Local Only (Baseline),8N_30pct_Frag,49,0.008566141128540039,91,0.95,0.05,95.0,5.0,0.4171251487831075,0.6772530550474025,0.0,0.0,1009.4631578947368,1429.8000000000004,1.2896659658213094
Local Only (Baseline),8N_50pct_Frag,0,0.008414030075073242,92,0.83,0.17,83.0,17.0,0.6048670077402908,0.9176279391109724,0.0,0.0,1015.6265060240963,1382.6799999999994,3.611564953860875
Local Only (Baseline),8N_50pct_Frag,1,0.008358955383300781,93,0.8823529411764706,0.11764705882352941,75.0,10.0,0.5893111249853326,0.862868264548269,0.0,0.0,1003.32,1471.640000000001,5.90293889626052
Local Only (Baseline),8N_50pct_Frag,2,0.008398056030273438,94,0.76,0.24,76.0,24.0,0.5951079327871129,0.8566892697488703,0.0,0.0,1019.7763157894736,1354.0,4.773151743699184
Local Only (Baseline),8N_50pct_Frag,3,0.00837397575378418,95,0.9259259259259259,0.07407407407407407,75.0,6.0,0.5887000879298321,0.8350381989523337,0.0,0.0,1000.4533333333334,1411.0200000000004,2.426999954030559
Local Only (Baseline),8N_50pct_Frag,4,0.008506059646606445,96,0.85,0.15,85.0,15.0,0.6089965964510561,1.0751989733579728,0.0,0.0,1006.4941176470588,1377.4799999999998,4.365684605576524
Local Only (Baseline),8N_50pct_Frag,5,0.008489847183227539,97,0.9,0.08888888888888889,81.0,8.0,0.5910762147871261,0.8988291914154191,0.0,0.0,985.925925925926,1408.0,4.9525606241494025
Local Only (Baseline),8N_50pct_Frag,6,0.008634090423583984,98,0.87,0.13,87.0,13.0,0.6134401572540029,0.8875388166598067,0.0,0.0,1036.4367816091954,1387.9,3.069997339785623
Local Only (Baseline),8N_50pct_Frag,7,0.008302688598632812,99,0.8351648351648352,0.14285714285714285,76.0,13.0,0.5895379691952719,0.9181449606807988,0.0,0.0,986.7631578947369,1357.75,2.765629015725767
Local Only (Baseline),8N_50pct_Frag,8,0.008788108825683594,100,0.93,0.07,93.0,7.0,0.6244036841430666,1.0434486150327136,0.0,0.0,1017.494623655914,1455.52,4.564600898131259
Local Only (Baseline),8N_50pct_Frag,9,0.008874893188476562,101,0.86,0.14,86.0,14.0,0.6003220886214353,0.8972410190783848,0.0,0.0,964.1976744186046,1377.1500000000005,4.98704855628423
Local Only (Baseline),8N_50pct_Frag,10,0.008509159088134766,102,0.91,0.07,91.0,7.0,0.6122205640266659,0.8328314729543965,0.0,0.0,971.9120879120879,1370.3,4.1892231581995665
Local Only (Baseline),8N_50pct_Frag,11,0.008794307708740234,103,0.9239130434782609,0.07608695652173914,85.0,7.0,0.6036210777615938,0.9046534554107347,0.0,0.0,1003.1529411764706,1481.8799999999994,3.161135522407276
Local Only (Baseline),8N_50pct_Frag,12,0.008745908737182617,104,0.9,0.1,90.0,10.0,0.6107638939810469,0.8610464011808113,0.0,0.0,1008.4222222222222,1423.97,1.998144706079141
Local Only (Baseline),8N_50pct_Frag,13,0.008322000503540039,105,0.85,0.15,85.0,15.0,0.6071209377294149,0.8901442504640963,0.0,0.0,993.5882352941177,1410.7199999999998,4.246740775646791
Local Only (Baseline),8N_50pct_Frag,14,0.00864410400390625,106,0.8085106382978723,0.1702127659574468,76.0,16.0,0.6008205860081964,1.0519828950062158,0.0,0.0,1015.2368421052631,1460.25,2.9751738515506605
Local Only (Baseline),8N_50pct_Frag,15,0.008889913558959961,107,0.88,0.08,88.0,8.0,0.6116666183333159,0.9651619512465274,0.0,0.0,965.6818181818181,1436.78,3.169271292034885
Local Only (Baseline),8N_50pct_Frag,16,0.008427143096923828,108,0.84,0.16,84.0,16.0,0.6065679833590625,0.9352270019117261,0.0,0.0,1029.9880952380952,1562.19,2.1155056111595
Local Only (Baseline),8N_50pct_Frag,17,0.008612871170043945,109,0.87,0.13,87.0,13.0,0.6068107050777438,0.9119666792872868,0.0,0.0,1011.8045977011494,1466.7,4.123284275279151
Local Only (Baseline),8N_50pct_Frag,18,0.011086225509643555,110,0.85,0.15,85.0,15.0,0.600958322710664,1.0028844286849132,0.0,0.0,976.9764705882353,1394.9999999999993,3.625931280889021
Local Only (Baseline),8N_50pct_Frag,19,0.012537240982055664,111,0.91,0.09,91.0,9.0,0.6040292615421863,0.8891755888030523,0.0,0.0,1004.4065934065934,1426.4,3.222750994728182
Local Only (Baseline),8N_50pct_Frag,20,0.012837886810302734,112,0.8,0.16842105263157894,76.0,16.0,0.5960760424178562,0.8772280823867188,0.0,0.0,1027.9868421052631,1435.25,1.7574080684369793
Local Only (Baseline),8N_50pct_Frag,21,0.008785009384155273,113,0.8837209302325582,0.09302325581395349,76.0,8.0,0.5933088307707317,0.8535869705678005,0.0,0.0,989.3157894736842,1406.75,2.6450702853403927
Local Only (Baseline),8N_50pct_Frag,22,0.009781837463378906,114,0.8979591836734694,0.04081632653061224,88.0,4.0,0.619555836195131,1.014330139299829,0.0,0.0,1051.5227272727273,1551.269999999999,4.747404384317147
Local Only (Baseline),8N_50pct_Frag,23,0.008469104766845703,115,0.898876404494382,0.0898876404494382,80.0,8.0,0.5977491664239447,0.9137186144138061,0.0,0.0,960.0125,1375.1699999999996,3.694020079083583
Local Only (Baseline),8N_50pct_Frag,24,0.00833582878112793,116,0.8045977011494253,0.19540229885057472,70.0,17.0,0.5828528415656314,0.9119680306686067,0.0,0.0,1022.4571428571429,1384.7800000000002,4.952357538413513
Local Only (Baseline),8N_50pct_Frag,25,0.00869131088256836,117,0.91,0.09,91.0,9.0,0.6127336817288438,0.828641613371319,0.0,0.0,1037.3846153846155,1489.1999999999996,5.481363707695758
Local Only (Baseline),8N_50pct_Frag,26,0.008638143539428711,118,0.83,0.17,83.0,17.0,0.609154412693798,0.8017623031906255,0.0,0.0,1040.3975903614457,1458.2799999999997,4.239696797083855
Local Only (Baseline),8N_50pct_Frag,27,0.008603096008300781,119,0.8977272727272727,0.10227272727272728,79.0,9.0,0.598151282387985,0.8346893905036217,0.0,0.0,964.746835443038,1269.0,3.3081478431040754
Local Only (Baseline),8N_50pct_Frag,28,0.008704185485839844,120,0.8369565217391305,0.10869565217391304,77.0,10.0,0.5937337726776714,0.917503722170999,0.0,0.0,1002.8831168831168,1394.1999999999987,2.3491119202496242
Local Only (Baseline),8N_50pct_Frag,29,0.00867605209350586,121,0.9,0.1,90.0,10.0,0.6129281083978951,0.9621708781447067,0.0,0.0,1002.6555555555556,1539.11,3.594136408204416
Local Only (Baseline),8N_50pct_Frag,30,0.008702993392944336,122,0.8686868686868687,0.10101010101010101,86.0,10.0,0.6055507435419434,0.8714506291034414,0.0,0.0,1029.0116279069769,1413.2500000000002,2.7922105207522265
Local Only (Baseline),8N_50pct_Frag,31,0.008257150650024414,123,0.9125,0.0625,73.0,5.0,0.5896622229116476,0.8425907546213652,0.0,0.0,1016.7397260273973,1436.0000000000002,3.2834709778896114
Local Only (Baseline),8N_50pct_Frag,32,0.008363962173461914,124,0.9,0.1,90.0,10.0,0.610423891918435,1.0185803351059952,0.0,0.0,1020.9555555555555,1427.06,3.9795934699138016
Local Only (Baseline),8N_50pct_Frag,33,0.008665800094604492,125,0.82,0.17,82.0,17.0,0.6078519580104296,1.1171417953399545,0.0,0.0,1044.6707317073171,1464.6899999999998,4.349838759736363
Local Only (Baseline),8N_50pct_Frag,34,0.008983135223388672,126,0.92,0.08,92.0,8.0,0.614560201515202,0.9627896070546997,0.0,0.0,1034.8152173913043,1431.69,4.7511372517462895
Local Only (Baseline),8N_50pct_Frag,35,0.008538007736206055,127,0.85,0.15,85.0,15.0,0.6032990363298814,0.8662910439945596,0.0,0.0,1000.8352941176471,1408.9999999999998,4.661678589068821
Local Only (Baseline),8N_50pct_Frag,36,0.008402824401855469,128,0.79,0.21,79.0,21.0,0.5927559846701054,0.9018539830456765,0.0,0.0,959.3164556962025,1278.42,5.799563811935616
Local Only (Baseline),8N_50pct_Frag,37,0.008795976638793945,129,0.94,0.06,94.0,6.0,0.6190302688279733,0.9202125316309746,0.0,0.0,1010.7446808510638,1548.2699999999995,1.6846210275994313
Local Only (Baseline),8N_50pct_Frag,38,0.008592844009399414,130,0.9361702127659575,0.05319148936170213,88.0,5.0,0.6052354477660268,0.9817301795198785,0.0,0.0,986.5568181818181,1348.2399999999993,3.424758559865219
Local Only (Baseline),8N_50pct_Frag,39,0.008285999298095703,131,0.7628865979381443,0.1958762886597938,74.0,19.0,0.5941859817896313,0.7752280766292794,0.0,0.0,982.2162162162163,1410.1899999999996,3.7022391927611435
Local Only (Baseline),8N_50pct_Frag,40,0.008551836013793945,132,0.8620689655172413,0.10344827586206896,75.0,9.0,0.5953622653413791,0.9373835559560246,0.0,0.0,988.04,1391.42,2.6933060603183496
Local Only (Baseline),8N_50pct_Frag,41,0.008358955383300781,133,0.8181818181818182,0.14772727272727273,72.0,13.0,0.5891721413083869,0.9328617618610722,0.0,0.0,996.0416666666666,1385.3600000000006,4.165900537104468
Local Only (Baseline),8N_50pct_Frag,42,0.008668184280395508,134,0.87,0.12,87.0,12.0,0.6096676389801868,0.8667688912526724,0.0,0.0,1014.1494252873563,1356.56,3.903502132176469
Local Only (Baseline),8N_50pct_Frag,43,0.008549213409423828,135,0.9157894736842105,0.06315789473684211,87.0,6.0,0.6025476784105475,0.9029905945269178,0.0,0.0,987.3678160919541,1455.42,3.063272236256297
Local Only (Baseline),8N_50pct_Frag,44,0.00818490982055664,136,0.8571428571428571,0.12244897959183673,84.0,12.0,0.6038171547039455,0.9125033783771981,0.0,0.0,978.6428571428571,1412.6400000000003,4.5982041701498435
Local Only (Baseline),8N_50pct_Frag,45,0.008546113967895508,137,0.8709677419354839,0.0967741935483871,81.0,9.0,0.5922659561492275,0.8977727909803359,0.0,0.0,981.6913580246913,1464.0000000000002,3.923473921332503
Local Only (Baseline),8N_50pct_Frag,46,0.008645057678222656,138,0.8979591836734694,0.10204081632653061,88.0,10.0,0.61066632284455,0.854834551369749,0.0,0.0,1009.7045454545455,1403.5899999999992,4.852877466139231
Local Only (Baseline),8N_50pct_Frag,47,0.008482933044433594,139,0.8764044943820225,0.11235955056179775,78.0,10.0,0.6023101053819451,0.8023603783279264,0.0,0.0,1050.2051282051282,1417.6400000000003,3.560847974712082
Local Only (Baseline),8N_50pct_Frag,48,0.008352041244506836,140,0.89,0.11,89.0,11.0,0.6073099242601552,0.9173314040934738,0.0,0.0,962.9325842696629,1361.1600000000012,3.979204823739314
Local Only (Baseline),8N_50pct_Frag,49,0.008400201797485352,141,0.9072164948453608,0.07216494845360824,88.0,7.0,0.6062361318403912,0.8891394550164341,0.0,0.0,994.4090909090909,1508.3799999999999,5.4982039106465885
Local Only (Baseline),8N_LargeJobs,0,0.006801128387451172,142,0.62,0.38,31.0,19.0,0.3551765169558745,0.8010790102153057,0.0,0.0,1042.0,1574.6999999999998,2.8894994006412276
Local Only (Baseline),8N_LargeJobs,1,0.007109880447387695,143,0.66,0.34,33.0,17.0,0.3558931574902868,0.6762781598478805,0.0,0.0,988.3030303030303,1403.04,1.7557087828108666
Local Only (Baseline),8N_LargeJobs,2,0.007436037063598633,144,0.82,0.18,41.0,9.0,0.3649689973670725,0.6206073560314033,0.0,0.0,920.6829268292682,1533.8000000000002,4.644827264391996
Local Only (Baseline),8N_LargeJobs,3,0.006650209426879883,145,0.62,0.38,31.0,19.0,0.35122850737968975,0.9210415020953826,0.0,0.0,986.6451612903226,1405.4999999999998,2.9336071575546074
Local Only (Baseline),8N_LargeJobs,4,0.006925106048583984,146,0.68,0.32,34.0,16.0,0.3561354033797957,0.6446414328586206,0.0,0.0,961.4411764705883,1230.7,0.9203898800021177
Local Only (Baseline),8N_LargeJobs,5,0.006899833679199219,147,0.6,0.4,30.0,20.0,0.3529565136845981,0.7202737758855198,0.0,0.0,977.1,1386.72,3.0637061933589687
Local Only (Baseline),8N_LargeJobs,6,0.00731205940246582,148,0.84,0.16,42.0,8.0,0.3736182827088959,0.8275552905938073,0.0,0.0,1027.8809523809523,1433.0099999999998,5.9382048580190725
Local Only (Baseline),8N_LargeJobs,7,0.007046937942504883,149,0.76,0.24,38.0,12.0,0.3604269639648943,0.7074580167917266,0.0,0.0,963.9736842105264,1442.49,2.8126918796762093
Local Only (Baseline),8N_LargeJobs,8,0.007139921188354492,150,0.72,0.28,36.0,14.0,0.36081327333184127,0.7138754961141454,0.0,0.0,988.4166666666666,1404.8999999999999,4.646524569876558
Local Only (Baseline),8N_LargeJobs,9,0.0070400238037109375,151,0.72,0.28,36.0,14.0,0.3628650909253173,0.6770429168184299,0.0,0.0,1003.8055555555555,1350.0,4.2596819609191
Local Only (Baseline),8N_LargeJobs,10,0.007225990295410156,152,0.82,0.18,41.0,9.0,0.3699137793370815,0.7748934028506327,0.0,0.0,989.2682926829268,1400.2000000000003,4.651209227512858
Local Only (Baseline),8N_LargeJobs,11,0.0069789886474609375,153,0.72,0.28,36.0,14.0,0.3634718675779848,0.6919805563942489,0.0,0.0,1019.1666666666666,1402.4999999999998,4.792371821733374
Local Only (Baseline),8N_LargeJobs,12,0.006779909133911133,154,0.64,0.36,32.0,18.0,0.3519818896857134,0.8420611945268763,0.0,0.0,945.78125,1350.7000000000003,5.637644226319809
Local Only (Baseline),8N_LargeJobs,13,0.00661921501159668,155,0.72,0.28,36.0,14.0,0.362915681781838,0.7803371206215574,0.0,0.0,944.5277777777778,1327.5,2.4095934823718497
Local Only (Baseline),8N_LargeJobs,14,0.006787776947021484,156,0.64,0.36,32.0,18.0,0.3557768104079604,0.7191712089617748,0.0,0.0,1075.375,1463.3100000000002,5.297843706165929
Local Only (Baseline),8N_LargeJobs,15,0.007203102111816406,157,0.8,0.2,40.0,10.0,0.368655682539782,0.9343409359529953,0.0,0.0,973.875,1393.45,2.935349509655535
Local Only (Baseline),8N_LargeJobs,16,0.0071790218353271484,158,0.72,0.28,36.0,14.0,0.36276509164695864,0.7595300979656208,0.0,0.0,1019.3888888888889,1432.25,4.003095256609763
Local Only (Baseline),8N_LargeJobs,17,0.00716710090637207,159,0.82,0.18,41.0,9.0,0.373056149222361,0.6955056038066304,0.0,0.0,969.4146341463414,1326.2,2.459119762862584
Local Only (Baseline),8N_LargeJobs,18,0.0068378448486328125,160,0.7,0.3,35.0,15.0,0.3636443395220365,0.884176675031288,0.0,0.0,1021.6857142857143,1404.3999999999996,6.597899281948488
Local Only (Baseline),8N_LargeJobs,19,0.006978034973144531,161,0.82,0.18,41.0,9.0,0.3757487620678022,0.7138067694191416,0.0,0.0,1043.1951219512196,1574.0,3.9462641629703294
Local Only (Baseline),8N_LargeJobs,20,0.006990194320678711,162,0.68,0.32,34.0,16.0,0.35798704511362395,0.6276670220418852,0.0,0.0,987.5,1363.5800000000002,5.029843335469799
Local Only (Baseline),8N_LargeJobs,21,0.006936073303222656,163,0.68,0.32,34.0,16.0,0.3563193340453007,0.609315543895577,0.0,0.0,961.2647058823529,1272.35,4.047839769689047
Local Only (Baseline),8N_LargeJobs,22,0.007028102874755859,164,0.68,0.32,34.0,16.0,0.35918942229561984,0.6107469556316611,0.0,0.0,1050.5,1473.9500000000003,1.4534349403611704
Local Only (Baseline),8N_LargeJobs,23,0.006987094879150391,165,0.76,0.24,38.0,12.0,0.3645457269439529,0.8524965884562973,0.0,0.0,1007.5263157894736,1375.41,5.970853746979672
Local Only (Baseline),8N_LargeJobs,24,0.006942033767700195,166,0.86,0.14,43.0,7.0,0.3705641417875952,0.6605335108851104,0.0,0.0,994.8837209302326,1362.84,7.036270787788183
Local Only (Baseline),8N_LargeJobs,25,0.006963014602661133,167,0.78,0.22,39.0,11.0,0.36226534287056744,0.6478528303469387,0.0,0.0,953.2051282051282,1347.6599999999996,4.420767020404659
Local Only (Baseline),8N_LargeJobs,26,0.0070002079010009766,168,0.8,0.2,40.0,10.0,0.3683792720726216,0.8675043176634983,0.0,0.0,965.825,1395.49,5.5979840758731605
Local Only (Baseline),8N_LargeJobs,27,0.007113218307495117,169,0.86,0.14,43.0,7.0,0.3777588012013566,0.6943478415734201,0.0,0.0,1021.3023255813954,1387.48,6.178533424013943
Local Only (Baseline),8N_LargeJobs,28,0.007174015045166016,170,0.82,0.18,41.0,9.0,0.3738979450274283,0.7667480253639961,0.0,0.0,990.9512195121952,1305.0,4.423987780897621
Local Only (Baseline),8N_LargeJobs,29,0.006932973861694336,171,0.72,0.28,36.0,14.0,0.36490348435313763,0.7127228653704442,0.0,0.0,1065.361111111111,1449.0,6.608115613614025
Local Only (Baseline),8N_LargeJobs,30,0.006963014602661133,172,0.78,0.22,39.0,11.0,0.3674303964461783,0.7565037097945573,0.0,0.0,1008.8974358974359,1347.34,3.156665185223008
Local Only (Baseline),8N_LargeJobs,31,0.007095813751220703,173,0.72,0.28,36.0,14.0,0.3608184308025645,0.8202831972080531,0.0,0.0,957.6388888888889,1350.2499999999998,4.918960509236172
Local Only (Baseline),8N_LargeJobs,32,0.006665945053100586,174,0.5,0.5,25.0,25.0,0.34373397959801155,0.5800666323457593,0.0,0.0,1037.32,1446.6,2.7453913228228233
Local Only (Baseline),8N_LargeJobs,33,0.007025241851806641,175,0.82,0.18,41.0,9.0,0.3666853585540294,0.6936713945986163,0.0,0.0,941.7560975609756,1397.4,4.4843766096295505
Local Only (Baseline),8N_LargeJobs,34,0.00746917724609375,176,0.78,0.22,39.0,11.0,0.3691915330324275,0.882509926690331,0.0,0.0,1059.7692307692307,1421.36,5.14312112943598
Local Only (Baseline),8N_LargeJobs,35,0.007071971893310547,177,0.82,0.18,41.0,9.0,0.37031779963966804,0.7585893562376067,0.0,0.0,979.5121951219512,1388.8,5.808282596104004
Local Only (Baseline),8N_LargeJobs,36,0.007200002670288086,178,0.64,0.36,32.0,18.0,0.36196857524635867,0.655311671500254,0.0,0.0,1083.6875,1480.0900000000001,3.8186050450113016
Local Only (Baseline),8N_LargeJobs,37,0.00693202018737793,179,0.8,0.2,40.0,10.0,0.367186228736534,0.6673339109477118,0.0,0.0,974.675,1332.62,5.828091579166528
Local Only (Baseline),8N_LargeJobs,38,0.007022857666015625,180,0.86,0.14,43.0,7.0,0.3794493029097466,0.7428351728216612,0.0,0.0,1040.5348837209303,1450.3999999999999,4.936061236721578
Local Only (Baseline),8N_LargeJobs,39,0.008089065551757812,181,0.8,0.2,40.0,10.0,0.37141359630344034,0.7787017122817019,0.0,0.0,1034.925,1375.55,6.086738838678753
Local Only (Baseline),8N_LargeJobs,40,0.013839960098266602,182,0.76,0.24,38.0,12.0,0.3658466137307559,0.7806250160835171,0.0,0.0,1024.6842105263158,1456.5700000000004,4.240917261369683
Local Only (Baseline),8N_LargeJobs,41,0.007167816162109375,183,0.76,0.24,38.0,12.0,0.3676664315606828,0.7828041202707022,0.0,0.0,987.1315789473684,1363.8600000000001,7.445954336856163
Local Only (Baseline),8N_LargeJobs,42,0.007151126861572266,184,0.82,0.18,41.0,9.0,0.36763048815849547,0.8424435554519754,0.0,0.0,981.9756097560976,1331.8,6.1878038701104705
Local Only (Baseline),8N_LargeJobs,43,0.006967067718505859,185,0.7,0.3,35.0,15.0,0.36351609221113823,0.898484082410246,0.0,0.0,1005.9142857142857,1390.6799999999998,4.546133552112627
Local Only (Baseline),8N_LargeJobs,44,0.00689387321472168,186,0.78,0.22,39.0,11.0,0.369245950470422,1.0704880686508962,0.0,0.0,1038.7179487179487,1334.6399999999999,5.296249792250925
Local Only (Baseline),8N_LargeJobs,45,0.007061958312988281,187,0.8,0.2,40.0,10.0,0.3722341247462727,0.8195878659985028,0.0,0.0,1056.325,1425.21,5.735316944385137
Local Only (Baseline),8N_LargeJobs,46,0.0074310302734375,188,0.76,0.24,38.0,12.0,0.36532430797434506,0.77047533028954,0.0,0.0,1010.6842105263158,1352.8500000000001,1.6840430788101262
Local Only (Baseline),8N_LargeJobs,47,0.0076198577880859375,189,0.88,0.12,44.0,6.0,0.37092545819494216,0.7506908651441615,0.0,0.0,953.5681818181819,1419.39,5.231585441446763
Local Only (Baseline),8N_LargeJobs,48,0.0073909759521484375,190,0.74,0.26,37.0,13.0,0.36286759179000094,0.6413285158638174,0.0,0.0,1009.3513513513514,1389.72,5.302456533245865
Local Only (Baseline),8N_LargeJobs,49,0.0074367523193359375,191,0.82,0.18,41.0,9.0,0.37257586443894924,0.6319673205576478,0.0,0.0,989.2926829268292,1261.8,4.154653117701692
Local Only (Baseline),4N_30pct_Frag,0,0.0074310302734375,192,0.96,0.04,48.0,2.0,0.4178996601002295,1.0119784437433115,0.0,0.0,992.0833333333334,1347.74,0.626445585079002
Local Only (Baseline),4N_30pct_Frag,1,0.0071811676025390625,193,0.96,0.04,48.0,2.0,0.42991163281020867,1.1547580909543338,0.0,0.0,998.2916666666666,1478.9500000000003,1.4247156251192727
Local Only (Baseline),4N_30pct_Frag,2,0.006944894790649414,194,0.92,0.08,46.0,4.0,0.41718064681235273,1.1635810934884976,0.0,0.0,1021.6304347826087,1411.4,0.7558107094357565
Local Only (Baseline),4N_30pct_Frag,3,0.007073163986206055,195,0.9,0.1,45.0,5.0,0.4097175886739111,1.007457955433319,0.0,0.0,1004.4666666666667,1416.0800000000002,0.8355948685594868
Local Only (Baseline),4N_30pct_Frag,4,0.007145881652832031,196,0.96,0.04,48.0,2.0,0.4140559126065188,1.1502876344860584,0.0,0.0,991.9166666666666,1300.54,0.5235805819431594
Local Only (Baseline),4N_30pct_Frag,5,0.006956815719604492,197,0.92,0.08,46.0,4.0,0.40912330084936505,1.0713456199066986,0.0,0.0,986.4782608695652,1338.45,0.5577689528387418
Local Only (Baseline),4N_30pct_Frag,6,0.007368803024291992,198,0.98,0.02,49.0,1.0,0.427771062349443,0.8255108693904093,0.0,0.0,1034.9795918367347,1529.3599999999992,1.0164659560866838
Local Only (Baseline),4N_30pct_Frag,7,0.0072362422943115234,199,0.86,0.14,43.0,7.0,0.4102598472810733,0.8941051544392654,0.0,0.0,1053.1860465116279,1398.9599999999998,0.17641728986250557
Local Only (Baseline),4N_30pct_Frag,8,0.007367849349975586,200,0.9,0.1,45.0,5.0,0.409300101962409,0.9409439605265826,0.0,0.0,998.8444444444444,1452.72,1.1736771867900695
Local Only (Baseline),4N_30pct_Frag,9,0.007148027420043945,201,0.9,0.1,45.0,5.0,0.40749590483936843,0.871253181396161,0.0,0.0,1017.2222222222222,1486.96,0.38162556285644506
